Year,Month,EFPG_name,EFPG_code,Metroregion_name,Metroregion_code,Purchase_dollars_wtd,Purchase_grams_wtd,Purchase_dollars_unwtd,Purchase_grams_unwtd,Number_stores,Unit_value_mean_wtd,Unit_value_se_wtd,Unit_value_mean_unwtd,Price_index_GEKS
2013,5,All other breakfast cereal,74050,Census Region 2: Midwest,2,59205135,8857927363,36118469,5559682112,10555,0.668,0.0009,0.65,0.995672556
2013,6,All other breakfast cereal,74050,Census Region 2: Midwest,2,58469593,8899074681,35185441,5511252985,10492,0.657,0.0010,0.638,0.984742312
2013,7,All other breakfast cereal,74050,Census Region 2: Midwest,2,58628047,9010192722,35333926,5624200016,10532,0.651,0.0012,0.628,0.984707882
2013,8,All other breakfast cereal,74050,Census Region 2: Midwest,2,56583834,8690651426,34159680,5432305212,10527,0.651,0.0010,0.629,0.989020726
2013,9,All other breakfast cereal,74050,Census Region 2: Midwest,2,49970037,7572283767,30009871,4687427515,10588,0.66,0.0012,0.64,0.994813389
2013,10,All other breakfast cereal,74050,Census Region 2: Midwest,2,49356644,7447005261,29833611,4645390500,10479,0.663,0.0012,0.642,0.992883988
2013,11,All other breakfast cereal,74050,Census Region 2: Midwest,2,46378078,6986562340,28005780,4339906231,10485,0.664,0.0012,0.645,1.000534367
2013,12,All other breakfast cereal,74050,Census Region 2: Midwest,2,50335829,7460314399,30352950,4671698500,10712,0.675,0.0022,0.65,1.009569003
2014,1,All other breakfast cereal,74050,Census Region 2: Midwest,2,57053315,8687540715,35107650,5465828779,10893,0.657,0.0020,0.642,0.985582791
2014,2,All other breakfast cereal,74050,Census Region 2: Midwest,2,54944734,8462912660,33105765,5166471487,10904,0.649,0.0028,0.641,0.983214564
2014,3,All other breakfast cereal,74050,Census Region 2: Midwest,2,57465301,8928315696,35338374,5600105809,10997,0.644,0.0016,0.631,0.970667045
2014,4,All other breakfast cereal,74050,Census Region 2: Midwest,2,53084231,8310304890,32778865,5200851596,10848,0.639,0.0017,0.63,0.970052767
2014,5,All other breakfast cereal,74050,Census Region 2: Midwest,2,51229697,7880134794,32176872,5048706538,10741,0.65,0.0013,0.637,0.978791455
2014,6,All other breakfast cereal,74050,Census Region 2: Midwest,2,52735256,8227315797,33503364,5323240641,10821,0.641,0.0016,0.629,0.974842257
2014,7,All other breakfast cereal,74050,Census Region 2: Midwest,2,55713539,8758001333,35668758,5685859475,10727,0.636,0.0015,0.627,0.958901269
2014,8,All other breakfast cereal,74050,Census Region 2: Midwest,2,52021504,8120954117,34383084,5431208418,10516,0.641,0.0012,0.633,0.979786364
2014,9,All other breakfast cereal,74050,Census Region 2: Midwest,2,51176059,7921277994,31129925,4930781086,10387,0.646,0.0014,0.631,0.976353139
2014,10,All other breakfast cereal,74050,Census Region 2: Midwest,2,54377795,8262590437,32238643,5026892706,10380,0.658,0.0019,0.641,0.987694758
2014,11,All other breakfast cereal,74050,Census Region 2: Midwest,2,52374288,7968780014,30817220,4825676457,10369,0.657,0.0021,0.639,0.996260929
2014,12,All other breakfast cereal,74050,Census Region 2: Midwest,2,55359772,8361196309,32573655,5070990144,10813,0.662,0.0017,0.642,1.001982403
2015,1,All other breakfast cereal,74050,Census Region 2: Midwest,2,64435148,10017862136,37232119,5964982283,11058,0.643,0.0020,0.624,0.96752038
2015,2,All other breakfast cereal,74050,Census Region 2: Midwest,2,51714468,7961380422,30867624,4857750357,10799,0.65,0.0015,0.635,0.985142616
2015,3,All other breakfast cereal,74050,Census Region 2: Midwest,2,55684106,8502866266,33519853,5233479104,10844,0.655,0.0016,0.64,0.979340088
2015,4,All other breakfast cereal,74050,Census Region 2: Midwest,2,54392600,8282090059,32624631,5087469529,10795,0.657,0.0022,0.641,0.984825279
2015,5,All other breakfast cereal,74050,Census Region 2: Midwest,2,55187807,8536571424,33760116,5339973232,10800,0.646,0.0014,0.632,0.983255648
2015,6,All other breakfast cereal,74050,Census Region 2: Midwest,2,55212701,8463233174,32957652,5178910066,10819,0.652,0.0014,0.636,0.992474893
2015,7,All other breakfast cereal,74050,Census Region 2: Midwest,2,55897796,8636427996,33927725,5338073184,10844,0.647,0.0015,0.636,0.987487379
2015,8,All other breakfast cereal,74050,Census Region 2: Midwest,2,55930903,8702670657,34081307,5375772446,10871,0.643,0.0014,0.634,0.982660409
2015,9,All other breakfast cereal,74050,Census Region 2: Midwest,2,51081440,7753893689,31020661,4809771652,10699,0.659,0.0015,0.645,0.998323175
2015,10,All other breakfast cereal,74050,Census Region 2: Midwest,2,53020998,8015964704,32144154,4965326404,10698,0.661,0.0014,0.647,0.99863448
2015,11,All other breakfast cereal,74050,Census Region 2: Midwest,2,52810018,7942127814,30639217,4720064787,10808,0.665,0.0018,0.649,1.003421842
2015,12,All other breakfast cereal,74050,Census Region 2: Midwest,2,64523021,9811802128,37621152,5877682908,11027,0.658,0.0017,0.64,0.990698428
2016,1,All other breakfast cereal,74050,Census Region 2: Midwest,2,57674282,8765212605,33597610,5290145045,11341,0.658,0.0024,0.635,0.993791213
2016,2,All other breakfast cereal,74050,Census Region 2: Midwest,2,57374877,8646063318,33480578,5173167129,11248,0.664,0.0024,0.647,1.004348483
2016,3,All other breakfast cereal,74050,Census Region 2: Midwest,2,55986934,8491073892,34772434,5410646157,11237,0.659,0.0023,0.643,0.989712774
2016,4,All other breakfast cereal,74050,Census Region 2: Midwest,2,54138512,8265072410,33721137,5265968219,11289,0.655,0.0021,0.64,0.995047956
2016,5,All other breakfast cereal,74050,Census Region 2: Midwest,2,54147384,8238134708,34342612,5339482244,11320,0.657,0.0020,0.643,1.003014665
2016,6,All other breakfast cereal,74050,Census Region 2: Midwest,2,54888604,8436420421,34234682,5360316834,11271,0.651,0.0016,0.639,0.97904588
2016,7,All other breakfast cereal,74050,Census Region 2: Midwest,2,57644205,8758006846,35879508,5543592593,11240,0.658,0.0022,0.647,0.997559734
2016,8,All other breakfast cereal,74050,Census Region 2: Midwest,2,58560644,9028716426,36970510,5800950910,11201,0.649,0.0016,0.637,0.995677305
2016,9,All other breakfast cereal,74050,Census Region 2: Midwest,2,54037829,8287331128,34093193,5326168340,11149,0.652,0.0014,0.64,0.99068501
2016,10,All other breakfast cereal,74050,Census Region 2: Midwest,2,53023674,8116527513,33361672,5223457438,11207,0.653,0.0019,0.639,0.986020453
2016,11,All other breakfast cereal,74050,Census Region 2: Midwest,2,51424036,7841018565,31567737,4924498460,11164,0.656,0.0018,0.641,0.986128831
2016,12,All other breakfast cereal,74050,Census Region 2: Midwest,2,59196657,9021167341,35571180,5598802518,11155,0.656,0.0034,0.635,0.987120074
2017,1,All other breakfast cereal,74050,Census Region 2: Midwest,2,68912088,10837355527,35136229,5661060689,10401,0.636,0.0031,0.621,0.97184669
2017,2,All other breakfast cereal,74050,Census Region 2: Midwest,2,60888751,9516245737,32256935,5152804288,10345,0.64,0.0031,0.626,0.975924552
2017,3,All other breakfast cereal,74050,Census Region 2: Midwest,2,66201242,10172410655,35805802,5650229898,10382,0.651,0.0029,0.634,0.992250893
2017,4,All other breakfast cereal,74050,Census Region 2: Midwest,2,58085206,8879224027,32804831,5111839776,10411,0.654,0.0038,0.642,0.98742564
2017,5,All other breakfast cereal,74050,Census Region 2: Midwest,2,58379893,8932519295,34161225,5365071272,10326,0.654,0.0029,0.637,0.9941472
2017,6,All other breakfast cereal,74050,Census Region 2: Midwest,2,56278339,8739555694,34427372,5418248289,10374,0.644,0.0025,0.635,0.981899797
2017,7,All other breakfast cereal,74050,Census Region 2: Midwest,2,54600424,8583821653,34728224,5474912215,10440,0.636,0.0020,0.634,0.984143715
2017,8,All other breakfast cereal,74050,Census Region 2: Midwest,2,53547625,8598974042,35179819,5630598717,10351,0.623,0.0021,0.625,0.986443823
2017,9,All other breakfast cereal,74050,Census Region 2: Midwest,2,49931806,8258056237,31935960,5201299811,10262,0.605,0.0026,0.614,0.962246154
2017,10,All other breakfast cereal,74050,Census Region 2: Midwest,2,50184206,8017486405,32381166,5092741584,10340,0.626,0.0030,0.636,0.990081499
2017,11,All other breakfast cereal,74050,Census Region 2: Midwest,2,47215696,7499055313,30288470,4750361177,10196,0.63,0.0027,0.638,0.99055602
2017,12,All other breakfast cereal,74050,Census Region 2: Midwest,2,51809732,8238901160,33583540,5287579854,10200,0.629,0.0027,0.635,0.979797024
2018,1,All other breakfast cereal,74050,Census Region 2: Midwest,2,56419346,9275446035,34213703,5567760780,10430,0.608,0.0034,0.614,0.94697847
2018,2,All other breakfast cereal,74050,Census Region 2: Midwest,2,51817755,8417155448,31612860,5079169548,10422,0.616,0.0035,0.622,0.965787816
2018,3,All other breakfast cereal,74050,Census Region 2: Midwest,2,56993487,9094073280,34862356,5529500369,10445,0.627,0.0042,0.63,0.963191996
2018,4,All other breakfast cereal,74050,Census Region 2: Midwest,2,54897590,8946620442,34542967,5618228077,10569,0.614,0.0041,0.615,0.947916129
2018,5,All other breakfast cereal,74050,Census Region 2: Midwest,2,53255530,8560475422,33590264,5344139887,10204,0.622,0.0044,0.629,0.972968741
2018,6,All other breakfast cereal,74050,Census Region 2: Midwest,2,53726373,8675978472,33641401,5380198274,10519,0.619,0.0045,0.625,0.969935315
2018,7,All other breakfast cereal,74050,Census Region 2: Midwest,2,54942470,8746381071,34921361,5549691242,10625,0.628,0.0034,0.629,0.982143457
2018,8,All other breakfast cereal,74050,Census Region 2: Midwest,2,53934688,8667642430,34509178,5592277066,10508,0.622,0.0017,0.617,0.957761676
2018,9,All other breakfast cereal,74050,Census Region 2: Midwest,2,48896752,7895774952,31932468,5292672227,10589,0.619,0.0028,0.603,0.950451739
2018,10,All other breakfast cereal,74050,Census Region 2: Midwest,2,49372094,7831703519,32025550,5104787747,10499,0.63,0.0023,0.627,0.987603878
2018,11,All other breakfast cereal,74050,Census Region 2: Midwest,2,48051012,7586972138,30549203,4836735926,10466,0.633,0.0022,0.632,0.971784784
2018,12,All other breakfast cereal,74050,Census Region 2: Midwest,2,47999844,7493056909,30671101,4792264388,10482,0.641,0.0021,0.64,1.000313827
2012,1,All other breakfast cereal,74050,Census Region 3: South,3,139507226,20110616626,96114039,14024538389,24466,0.694,0.0006,0.685,0.979217918
2012,2,All other breakfast cereal,74050,Census Region 3: South,3,121800044,17592839161,88673861,13156886960,24434,0.692,0.0006,0.674,0.997650896
2012,3,All other breakfast cereal,74050,Census Region 3: South,3,126742100,18225471229,93055551,13700101199,24346,0.695,0.0005,0.679,0.99577651
2012,4,All other breakfast cereal,74050,Census Region 3: South,3,122862334,17794130874,90544957,13467905520,24413,0.69,0.0007,0.672,0.977130818
2012,5,All other breakfast cereal,74050,Census Region 3: South,3,121830495,17615427009,89117144,13068445759,24389,0.692,0.0005,0.682,0.996478972
2012,6,All other breakfast cereal,74050,Census Region 3: South,3,124435387,18017005270,91691819,13581825925,24455,0.691,0.0005,0.675,0.999259274
2012,7,All other breakfast cereal,74050,Census Region 3: South,3,128895942,18650651242,96541932,14366089260,24571,0.691,0.0007,0.672,1.002458316
2012,8,All other breakfast cereal,74050,Census Region 3: South,3,123720786,17918756920,91437106,13566092957,24490,0.69,0.0005,0.674,1.005270868
2012,9,All other breakfast cereal,74050,Census Region 3: South,3,113883513,16417418051,84272793,12445155325,24500,0.694,0.0005,0.677,0.999581406
2012,10,All other breakfast cereal,74050,Census Region 3: South,3,116665235,16720872058,85686681,12576926322,24548,0.698,0.0009,0.681,1.008069377
2012,11,All other breakfast cereal,74050,Census Region 3: South,3,108919684,15693376544,78650181,11567067198,24553,0.694,0.0009,0.68,1.005338084
2012,12,All other breakfast cereal,74050,Census Region 3: South,3,132201233,19037482851,95340457,14116311476,25025,0.694,0.0008,0.675,1.007152956
2013,1,All other breakfast cereal,74050,Census Region 3: South,3,121093493,17616974143,86752905,12949824893,22336,0.687,0.0008,0.67,0.99638933
2013,2,All other breakfast cereal,74050,Census Region 3: South,3,106384850,15305106047,75121404,11047388929,22387,0.695,0.0007,0.68,1.007169136
2013,3,All other breakfast cereal,74050,Census Region 3: South,3,116825363,16946478936,83911126,12461123485,22410,0.689,0.0005,0.673,1.001406812
2013,4,All other breakfast cereal,74050,Census Region 3: South,3,111349869,16146263450,78001391,11539103055,22459,0.69,0.0008,0.676,0.991702391
2013,5,All other breakfast cereal,74050,Census Region 3: South,3,112340705,16248918923,79547103,11795373753,22469,0.691,0.0007,0.674,1.005839597
2013,6,All other breakfast cereal,74050,Census Region 3: South,3,110216328,16132414450,77765412,11676201470,22423,0.683,0.0007,0.666,0.99553049
2013,7,All other breakfast cereal,74050,Census Region 3: South,3,110598036,16502562656,78247458,12000736059,22442,0.67,0.0009,0.652,0.99239174
2013,8,All other breakfast cereal,74050,Census Region 3: South,3,107494066,15947108741,76720068,11706677523,22365,0.674,0.0007,0.655,0.999811844
2013,9,All other breakfast cereal,74050,Census Region 3: South,3,93749948,13785001101,66574115,10053823041,22638,0.68,0.0006,0.662,1.001874924
2013,10,All other breakfast cereal,74050,Census Region 3: South,3,95000266,14114809258,66973739,10129836502,22391,0.673,0.0010,0.661,0.987180573
2013,11,All other breakfast cereal,74050,Census Region 3: South,3,90651208,13112073122,62395248,9284557621,22309,0.691,0.0008,0.672,1.007927348
2013,12,All other breakfast cereal,74050,Census Region 3: South,3,97171633,14139552463,66201013,9911423283,22583,0.687,0.0008,0.668,1.005478118
2014,1,All other breakfast cereal,74050,Census Region 3: South,3,113417320,16652157003,76423693,11501486337,23498,0.681,0.0014,0.664,0.992851826
2014,2,All other breakfast cereal,74050,Census Region 3: South,3,104801892,15322586488,71635102,10774667055,23672,0.684,0.0011,0.665,0.999999071
2014,3,All other breakfast cereal,74050,Census Region 3: South,3,111945192,16493030762,76891662,11648500217,23835,0.679,0.0011,0.66,0.985483817
2014,4,All other breakfast cereal,74050,Census Region 3: South,3,103936202,15432243690,71247535,10871791463,23533,0.674,0.0012,0.655,0.986962009
2014,5,All other breakfast cereal,74050,Census Region 3: South,3,98886226,14599503520,69722606,10508840135,23555,0.677,0.0008,0.663,0.994064186
2014,6,All other breakfast cereal,74050,Census Region 3: South,3,103482474,15591857096,73802968,11307712528,23971,0.664,0.0007,0.653,0.978994878
2014,7,All other breakfast cereal,74050,Census Region 3: South,3,107782880,16127911535,77238874,11811745098,23866,0.668,0.0009,0.654,0.981178795
2014,8,All other breakfast cereal,74050,Census Region 3: South,3,104983206,15640402389,74926528,11348692766,23806,0.671,0.0008,0.66,0.981122171
2014,9,All other breakfast cereal,74050,Census Region 3: South,3,92562320,13751448246,66454598,10062581001,23763,0.673,0.0007,0.66,0.98172042
2014,10,All other breakfast cereal,74050,Census Region 3: South,3,93951320,13781668544,67544517,10096314614,23598,0.682,0.0011,0.669,0.998286451
2014,11,All other breakfast cereal,74050,Census Region 3: South,3,91307315,13461231299,65461227,9833014498,23618,0.678,0.0009,0.666,1.002712937
2014,12,All other breakfast cereal,74050,Census Region 3: South,3,94681002,13861569735,67742077,10144666033,24400,0.683,0.0008,0.668,1.011587298
2015,1,All other breakfast cereal,74050,Census Region 3: South,3,117242860,17438261457,75771735,11740095309,24544,0.672,0.0006,0.645,0.981187966
2015,2,All other breakfast cereal,74050,Census Region 3: South,3,101542016,14883289920,65429176,9959121710,24191,0.682,0.0007,0.657,0.995355853
2015,3,All other breakfast cereal,74050,Census Region 3: South,3,104898268,15275291070,69296653,10465258490,24208,0.687,0.0007,0.662,0.993745708
2015,4,All other breakfast cereal,74050,Census Region 3: South,3,101078840,14804416999,66813015,10131920686,24042,0.683,0.0006,0.659,0.993591799
2015,5,All other breakfast cereal,74050,Census Region 3: South,3,99972860,14711182072,66974799,10208338651,24107,0.68,0.0007,0.656,1.000182735
2015,6,All other breakfast cereal,74050,Census Region 3: South,3,103898407,15340037410,68437432,10420632194,24035,0.677,0.0006,0.657,0.999364565
2015,7,All other breakfast cereal,74050,Census Region 3: South,3,109377385,16261244811,71571977,10939243901,23998,0.673,0.0006,0.654,0.993490334
2015,8,All other breakfast cereal,74050,Census Region 3: South,3,105912703,15786149820,70907372,10838547542,24045,0.671,0.0007,0.654,0.99590894
2015,9,All other breakfast cereal,74050,Census Region 3: South,3,97093291,14285776921,63341153,9593486942,24046,0.68,0.0006,0.66,1.001099467
2015,10,All other breakfast cereal,74050,Census Region 3: South,3,101783974,14930235741,65728204,9931712735,24024,0.682,0.0007,0.662,1.005167297
2015,11,All other breakfast cereal,74050,Census Region 3: South,3,97453271,14182314409,62562203,9389937588,24134,0.687,0.0008,0.666,1.008931883
2015,12,All other breakfast cereal,74050,Census Region 3: South,3,116300405,17065244697,74885015,11380408266,24526,0.682,0.0007,0.658,1.004569281
2016,1,All other breakfast cereal,74050,Census Region 3: South,3,111557465,16493427174,73284147,11151120205,25733,0.676,0.0010,0.657,0.989408557
2016,2,All other breakfast cereal,74050,Census Region 3: South,3,107954322,15906267081,72976940,11045731686,25456,0.679,0.0010,0.661,0.995175114
2016,3,All other breakfast cereal,74050,Census Region 3: South,3,109121397,16032333680,75455233,11393041475,25591,0.681,0.0007,0.662,0.990616144
2016,4,All other breakfast cereal,74050,Census Region 3: South,3,103961332,15315791270,71780215,10855438632,25580,0.679,0.0008,0.661,0.99453997
2016,5,All other breakfast cereal,74050,Census Region 3: South,3,104566097,15374368363,72308913,10886249602,25682,0.68,0.0009,0.664,0.999737069
2016,6,All other breakfast cereal,74050,Census Region 3: South,3,105729140,15645687134,74208226,11282380688,25575,0.676,0.0010,0.658,0.997244516
2016,7,All other breakfast cereal,74050,Census Region 3: South,3,111236981,16494174688,77385718,11729712046,25559,0.674,0.0007,0.66,0.993303073
2016,8,All other breakfast cereal,74050,Census Region 3: South,3,111627431,16721558289,78946209,12129903982,25466,0.668,0.0007,0.651,0.99146009
2016,9,All other breakfast cereal,74050,Census Region 3: South,3,100072447,14931816223,70532032,10793125799,25342,0.67,0.0008,0.653,0.982286231
2016,10,All other breakfast cereal,74050,Census Region 3: South,3,100161901,14818707393,71048883,10802591926,25445,0.676,0.0008,0.658,0.998036458
2016,11,All other breakfast cereal,74050,Census Region 3: South,3,95429063,14148388029,67282395,10235098362,25229,0.674,0.0008,0.657,0.995466588
2016,12,All other breakfast cereal,74050,Census Region 3: South,3,102638865,15173748360,72489827,11023085569,25271,0.676,0.0011,0.658,1.006710995
2017,1,All other breakfast cereal,74050,Census Region 3: South,3,115806053,17472762559,77406318,12051177440,21940,0.663,0.0010,0.642,0.984849268
2017,2,All other breakfast cereal,74050,Census Region 3: South,3,105447263,16083593740,71491420,11188330486,21941,0.656,0.0009,0.639,0.975098677
2017,3,All other breakfast cereal,74050,Census Region 3: South,3,114961004,17144979357,79452917,12266083507,21950,0.671,0.0010,0.648,0.989213197
2017,4,All other breakfast cereal,74050,Census Region 3: South,3,105572193,15669026645,72884407,11168252033,21924,0.674,0.0008,0.653,0.991405605
2017,5,All other breakfast cereal,74050,Census Region 3: South,3,105306655,15667147713,73958289,11404047252,21877,0.672,0.0010,0.649,0.996387504
2017,6,All other breakfast cereal,74050,Census Region 3: South,3,107168148,16120315753,75611774,11710178446,21919,0.665,0.0009,0.646,0.991210185
2017,7,All other breakfast cereal,74050,Census Region 3: South,3,108619159,16447624021,77211811,11986513448,22028,0.66,0.0008,0.644,0.981272584
2017,8,All other breakfast cereal,74050,Census Region 3: South,3,108171490,16534949103,77865045,12215627039,21884,0.654,0.0007,0.637,0.987757415
2017,9,All other breakfast cereal,74050,Census Region 3: South,3,100655842,15554802996,71507088,11370260713,21792,0.647,0.0009,0.629,0.969415743
2017,10,All other breakfast cereal,74050,Census Region 3: South,3,101209103,15426740846,72137833,11198204980,21829,0.656,0.0008,0.644,0.981615762
2017,11,All other breakfast cereal,74050,Census Region 3: South,3,91481064,13760597066,65378751,10089739198,21695,0.665,0.0008,0.648,0.984891778
2017,12,All other breakfast cereal,74050,Census Region 3: South,3,97665383,14674625456,70230157,10821384120,21767,0.666,0.0009,0.649,0.992697589
2018,1,All other breakfast cereal,74050,Census Region 3: South,3,110781012,16806922531,72829227,11388867937,21720,0.659,0.0007,0.639,0.97316734
2018,2,All other breakfast cereal,74050,Census Region 3: South,3,98571440,14925492224,65885484,10287632022,21714,0.66,0.0007,0.64,0.981495288
2018,3,All other breakfast cereal,74050,Census Region 3: South,3,111245440,16612396268,72591747,11189367467,21834,0.67,0.0007,0.649,0.985364339
2018,4,All other breakfast cereal,74050,Census Region 3: South,3,101877008,15625426885,70920397,11157121302,21860,0.652,0.0009,0.636,0.968396097
2018,5,All other breakfast cereal,74050,Census Region 3: South,3,100154939,15263866202,70625148,10991963529,21662,0.656,0.0006,0.643,0.974451973
2018,6,All other breakfast cereal,74050,Census Region 3: South,3,100765570,15377414845,71289809,11155962600,21612,0.655,0.0006,0.639,0.97275238
2018,7,All other breakfast cereal,74050,Census Region 3: South,3,102892240,15518749805,73824580,11431589071,21664,0.663,0.0006,0.646,0.989726258
2018,8,All other breakfast cereal,74050,Census Region 3: South,3,101945620,15538530441,72821002,11407045798,21404,0.656,0.0006,0.638,0.973108848
2018,9,All other breakfast cereal,74050,Census Region 3: South,3,93703331,14332498149,67622926,10829233507,21306,0.654,0.0012,0.624,0.965125809
2018,10,All other breakfast cereal,74050,Census Region 3: South,3,95678937,14475094688,68036528,10563809779,21225,0.661,0.0005,0.644,0.981119752
2018,11,All other breakfast cereal,74050,Census Region 3: South,3,89451143,13456333401,63783457,9899470352,21158,0.665,0.0006,0.644,0.990559274
2018,12,All other breakfast cereal,74050,Census Region 3: South,3,88309608,13175444469,63490634,9733153283,21172,0.67,0.0006,0.652,1.023647789
2012,1,All other breakfast cereal,74050,Census Region 4: West,4,67926911,9675365982,41173355,6057071213,9997,0.702,0.0026,0.68,1.021298495
2012,2,All other breakfast cereal,74050,Census Region 4: West,4,61685765,8854547994,37777398,5618523767,9986,0.697,0.0027,0.672,1.018222201
2012,3,All other breakfast cereal,74050,Census Region 4: West,4,64455217,9393168270,40295716,6017813421,9969,0.686,0.0021,0.67,1.010034929
2012,4,All other breakfast cereal,74050,Census Region 4: West,4,62800626,9299155366,40687306,6196774338,10013,0.675,0.0027,0.657,0.984528279
2012,5,All other breakfast cereal,74050,Census Region 4: West,4,60663249,8812966278,38325630,5710644569,9987,0.688,0.0025,0.671,1.010565121
2012,6,All other breakfast cereal,74050,Census Region 4: West,4,60606571,8914840840,39073203,5882598972,10002,0.68,0.0023,0.664,0.999486685
2012,7,All other breakfast cereal,74050,Census Region 4: West,4,64360062,9456812142,41205860,6211629759,10043,0.681,0.0029,0.663,0.997320941
2012,8,All other breakfast cereal,74050,Census Region 4: West,4,61683046,9112878774,38984389,5854634940,10020,0.677,0.0017,0.666,0.994300704
2012,9,All other breakfast cereal,74050,Census Region 4: West,4,55947570,8187073230,36415440,5456969123,10017,0.683,0.0024,0.667,1.008715364
2012,10,All other breakfast cereal,74050,Census Region 4: West,4,57404099,8449150501,37622848,5606467230,10021,0.679,0.0019,0.671,1.003916604
2012,11,All other breakfast cereal,74050,Census Region 4: West,4,51245069,7510346025,34042902,5061218366,10043,0.682,0.0035,0.673,1.01088644
2012,12,All other breakfast cereal,74050,Census Region 4: West,4,61826311,9031270112,40584809,6085929655,10170,0.685,0.0022,0.667,1.022854099
2013,1,All other breakfast cereal,74050,Census Region 4: West,4,61447375,9033253327,37993589,5758590392,9084,0.68,0.0019,0.66,1.014880147
2013,2,All other breakfast cereal,74050,Census Region 4: West,4,53079118,7748287452,32812120,4877650350,9092,0.685,0.0017,0.673,1.032342231
2013,3,All other breakfast cereal,74050,Census Region 4: West,4,58659128,8732100486,36731971,5553862197,9119,0.672,0.0018,0.661,1.018608412
2013,4,All other breakfast cereal,74050,Census Region 4: West,4,54969206,8166185571,34198971,5152464484,9131,0.673,0.0015,0.664,1.014276162
2013,5,All other breakfast cereal,74050,Census Region 4: West,4,56950921,8522302203,35527206,5419079834,9122,0.668,0.0019,0.656,1.01002338
2013,6,All other breakfast cereal,74050,Census Region 4: West,4,55755573,8433814832,34972042,5387669989,9110,0.661,0.0019,0.649,1.000442943
2013,7,All other breakfast cereal,74050,Census Region 4: West,4,55605849,8480948913,34877878,5464966332,9104,0.656,0.0022,0.638,0.996146445
2013,8,All other breakfast cereal,74050,Census Region 4: West,4,52794724,7952957281,32803301,5045812292,9088,0.664,0.0017,0.65,1.008958545
2013,9,All other breakfast cereal,74050,Census Region 4: West,4,47953856,7213905138,30245690,4678652458,9216,0.665,0.0022,0.646,1.014125712
2013,10,All other breakfast cereal,74050,Census Region 4: West,4,47627520,7143038820,30086988,4617658998,9131,0.667,0.0020,0.652,1.014097755
2013,11,All other breakfast cereal,74050,Census Region 4: West,4,44075646,6525881186,27637413,4234400468,9079,0.675,0.0023,0.653,1.031529274
2013,12,All other breakfast cereal,74050,Census Region 4: West,4,45168694,6596180720,28519511,4318401373,9190,0.685,0.0025,0.66,1.038308554
2014,1,All other breakfast cereal,74050,Census Region 4: West,4,52593958,7889875320,32760484,5045869261,9694,0.667,0.0017,0.649,1.013485569
2014,2,All other breakfast cereal,74050,Census Region 4: West,4,48795017,7322886493,30087893,4600083845,9669,0.666,0.0017,0.654,1.00866765
2014,3,All other breakfast cereal,74050,Census Region 4: West,4,52930329,8068715337,33284823,5213828353,9759,0.656,0.0018,0.638,1.003470532
2014,4,All other breakfast cereal,74050,Census Region 4: West,4,51739286,7926375731,32301413,5028960061,9689,0.653,0.0016,0.642,0.995801786
2014,5,All other breakfast cereal,74050,Census Region 4: West,4,50346737,7606081256,31282256,4798160784,9677,0.662,0.0016,0.652,1.005630705
2014,6,All other breakfast cereal,74050,Census Region 4: West,4,51987407,8015073547,33083695,5199725348,9707,0.649,0.0016,0.636,0.995934771
2014,7,All other breakfast cereal,74050,Census Region 4: West,4,54888147,8397833480,35119213,5522660767,9641,0.654,0.0018,0.636,0.999009345
2014,8,All other breakfast cereal,74050,Census Region 4: West,4,53675243,8180183375,33289116,5123443223,9627,0.656,0.0015,0.65,1.004764634
2014,9,All other breakfast cereal,74050,Census Region 4: West,4,47963452,7316537616,30245420,4687259586,9629,0.656,0.0015,0.645,1.011597877
2014,10,All other breakfast cereal,74050,Census Region 4: West,4,48777511,7308369504,31030298,4766339048,9622,0.667,0.0019,0.651,1.021281365
2014,11,All other breakfast cereal,74050,Census Region 4: West,4,46556120,6990585925,29661910,4559391294,9569,0.666,0.0019,0.651,1.025119233
2014,12,All other breakfast cereal,74050,Census Region 4: West,4,46708738,6881573686,29839507,4526455760,9772,0.679,0.0020,0.659,1.041520915
2015,1,All other breakfast cereal,74050,Census Region 4: West,4,57627564,8876936837,36755483,5699508630,10250,0.649,0.0016,0.645,0.975524574
2015,2,All other breakfast cereal,74050,Census Region 4: West,4,45829710,6914422963,29616592,4542235565,10096,0.663,0.0018,0.652,1.004620323
2015,3,All other breakfast cereal,74050,Census Region 4: West,4,51223356,7692280626,33235734,5103466160,10152,0.666,0.0023,0.651,1.0094739
2015,4,All other breakfast cereal,74050,Census Region 4: West,4,50842623,7714553338,33518960,5190125082,10116,0.659,0.0018,0.646,1.001046549
2015,5,All other breakfast cereal,74050,Census Region 4: West,4,52285855,7971376785,33901700,5282437129,10094,0.656,0.0018,0.642,0.995317563
2015,6,All other breakfast cereal,74050,Census Region 4: West,4,50112139,7597655969,32382567,4988282993,10141,0.66,0.0018,0.649,1.011306612
2015,7,All other breakfast cereal,74050,Census Region 4: West,4,53367731,8094318541,35044249,5421733478,10124,0.659,0.0020,0.646,1.018167323
2015,8,All other breakfast cereal,74050,Census Region 4: West,4,51918307,7875733725,34089124,5221505494,10138,0.659,0.0017,0.653,1.02772781
2015,9,All other breakfast cereal,74050,Census Region 4: West,4,47720652,7120077561,31387138,4798296819,10095,0.67,0.0017,0.654,1.028489129
