Year,Month,EFPG_name,EFPG_code,Metroregion_name,Metroregion_code,Purchase_dollars_wtd,Purchase_grams_wtd,Purchase_dollars_unwtd,Purchase_grams_unwtd,Number_stores,Unit_value_mean_wtd,Unit_value_se_wtd,Unit_value_mean_unwtd,Price_index_GEKS
2012,1,Whole-grain breakfast cereal,74000,National,0,652907012,92397172743,427321384,61146996307,54849,0.707,0.0010,0.699,1.002122598
2012,2,Whole-grain breakfast cereal,74000,National,0,589958768,84168040269,399831731,57673647874,54847,0.701,0.0010,0.693,1.001865802
2012,3,Whole-grain breakfast cereal,74000,National,0,598022180,85586177381,417350440,60208349614,54780,0.699,0.0010,0.693,1.002907393
2012,4,Whole-grain breakfast cereal,74000,National,0,548171453,77131227091,382572977,54174476368,54792,0.711,0.0009,0.706,1.01118032
2012,5,Whole-grain breakfast cereal,74000,National,0,560558599,78653315621,393875239,55714026383,54732,0.713,0.0011,0.707,1.021936516
2012,6,Whole-grain breakfast cereal,74000,National,0,553461924,78339435182,386833845,55176802611,54838,0.706,0.0010,0.701,1.016936519
2012,7,Whole-grain breakfast cereal,74000,National,0,585159128,82249432295,409850622,57980641500,55135,0.711,0.0010,0.707,1.025739277
2012,8,Whole-grain breakfast cereal,74000,National,0,613794426,87682949556,430778271,61957156484,55029,0.7,0.0009,0.695,1.000602039
2012,9,Whole-grain breakfast cereal,74000,National,0,562731872,80139641115,393696286,56391841924,55008,0.702,0.0010,0.698,0.997657599
2012,10,Whole-grain breakfast cereal,74000,National,0,573072451,81336988191,399547773,56933303511,55035,0.705,0.0011,0.702,0.995641308
2012,11,Whole-grain breakfast cereal,74000,National,0,523074077,74525212099,360777193,51755623840,55138,0.702,0.0010,0.697,1.001871342
2012,12,Whole-grain breakfast cereal,74000,National,0,614128822,87058435986,415323217,59475353650,56014,0.705,0.0008,0.698,1.018286583
2013,1,Whole-grain breakfast cereal,74000,National,0,629464758,89452696970,411171620,59208047566,53683,0.704,0.0010,0.694,0.997582386
2013,2,Whole-grain breakfast cereal,74000,National,0,559249477,78929775101,368331372,52519777256,53795,0.709,0.0011,0.701,1.007687562
2013,3,Whole-grain breakfast cereal,74000,National,0,598842408,84266767017,401279640,57120411987,53901,0.711,0.0010,0.703,1.01744526
2013,4,Whole-grain breakfast cereal,74000,National,0,561070727,79372588526,373800210,53443144277,53953,0.707,0.0010,0.699,1.00962027
2013,5,Whole-grain breakfast cereal,74000,National,0,552895589,77216897526,371725540,52339295933,53936,0.716,0.0009,0.71,1.032859423
2013,6,Whole-grain breakfast cereal,74000,National,0,557224079,78283875550,374004470,53102918242,53873,0.712,0.0008,0.704,1.017295116
2013,7,Whole-grain breakfast cereal,74000,National,0,591346967,82626874711,397035838,56255359310,53955,0.716,0.0008,0.706,1.013291052
2013,8,Whole-grain breakfast cereal,74000,National,0,610455236,86300006394,410221481,58544981827,53974,0.707,0.0009,0.701,1.004097449
2013,9,Whole-grain breakfast cereal,74000,National,0,564013932,79297370140,381737423,54105901882,54116,0.711,0.0009,0.706,0.99539563
2013,10,Whole-grain breakfast cereal,74000,National,0,574917366,81115079979,388437051,55406608982,53958,0.709,0.0010,0.701,0.995073581
2013,11,Whole-grain breakfast cereal,74000,National,0,532732522,75340760137,351832959,50377691519,54001,0.707,0.0011,0.698,1.003148711
2013,12,Whole-grain breakfast cereal,74000,National,0,523637129,73690655489,341997151,48844728989,54611,0.711,0.0012,0.7,1.012250921
2014,1,Whole-grain breakfast cereal,74000,National,0,619813260,87416960001,409892758,58323951105,55421,0.709,0.0009,0.703,0.996914729
2014,2,Whole-grain breakfast cereal,74000,National,0,560980560,79137377983,371566649,52688132076,55585,0.709,0.0008,0.705,1.001869354
2014,3,Whole-grain breakfast cereal,74000,National,0,604913783,85909032979,403205405,57686018823,55853,0.704,0.0009,0.699,0.996494242
2014,4,Whole-grain breakfast cereal,74000,National,0,549746618,77578933312,367527824,52211943513,55529,0.709,0.0008,0.704,0.99838335
2014,5,Whole-grain breakfast cereal,74000,National,0,545999233,77122308144,368991574,52429344082,55456,0.708,0.0008,0.704,1.001584803
2014,6,Whole-grain breakfast cereal,74000,National,0,541633581,76637780093,368183275,52498131002,55651,0.707,0.0009,0.701,1.004329119
2014,7,Whole-grain breakfast cereal,74000,National,0,564628194,79946937196,384476884,54882202316,55393,0.706,0.0011,0.701,1.000884984
2014,8,Whole-grain breakfast cereal,74000,National,0,578744379,82604880027,393993927,56816906609,55272,0.701,0.0010,0.693,0.991159061
2014,9,Whole-grain breakfast cereal,74000,National,0,551050180,77648306012,372697242,52947599811,55015,0.71,0.0009,0.704,0.992688249
2014,10,Whole-grain breakfast cereal,74000,National,0,567109671,80345180218,378984947,54198106340,55018,0.706,0.0010,0.699,0.991954906
2014,11,Whole-grain breakfast cereal,74000,National,0,520705611,72439245276,344022000,48510692266,54974,0.719,0.0011,0.709,1.014425038
2014,12,Whole-grain breakfast cereal,74000,National,0,521729831,72726142783,344735110,48790935842,56084,0.717,0.0011,0.707,1.016246445
2015,1,Whole-grain breakfast cereal,74000,National,0,702787514,97800615321,453660292,63956766212,57499,0.719,0.0008,0.709,0.991686967
2015,2,Whole-grain breakfast cereal,74000,National,0,591842615,82485034040,385149242,54079010462,56625,0.718,0.0009,0.712,0.998808255
2015,3,Whole-grain breakfast cereal,74000,National,0,622076740,86144874963,406867673,56951133976,56673,0.722,0.0009,0.714,1.003386789
2015,4,Whole-grain breakfast cereal,74000,National,0,576583972,79309301425,376356904,52301564791,56496,0.727,0.0010,0.72,1.014210039
2015,5,Whole-grain breakfast cereal,74000,National,0,582946752,81052565172,381696423,53632208192,56462,0.719,0.0009,0.712,1.007484189
2015,6,Whole-grain breakfast cereal,74000,National,0,585329819,81577981425,384131260,54138433101,56463,0.718,0.0009,0.71,1.001213391
2015,7,Whole-grain breakfast cereal,74000,National,0,596687435,82648309488,392985487,55187310429,56413,0.722,0.0009,0.712,1.009022531
2015,8,Whole-grain breakfast cereal,74000,National,0,608497341,85310556918,403594113,57208027837,56437,0.713,0.0010,0.705,0.9973504
2015,9,Whole-grain breakfast cereal,74000,National,0,580257222,79826541145,383875473,53269008193,56667,0.727,0.0008,0.721,1.004646874
2015,10,Whole-grain breakfast cereal,74000,National,0,590269826,81391428763,386424265,53950107460,56740,0.725,0.0009,0.716,1.009165407
2015,11,Whole-grain breakfast cereal,74000,National,0,550311247,76248703435,358856475,50298857413,56762,0.722,0.0010,0.713,1.013297979
2015,12,Whole-grain breakfast cereal,74000,National,0,621004378,86158466059,404430272,56813195671,57481,0.721,0.0010,0.712,1.006322026
2016,1,Whole-grain breakfast cereal,74000,National,0,601916059,83329654349,403615331,56933530634,56233,0.722,0.0011,0.709,1.000519896
2016,2,Whole-grain breakfast cereal,74000,National,0,588638619,82074562694,397518021,56329114808,55877,0.717,0.0013,0.706,1.004768993
2016,3,Whole-grain breakfast cereal,74000,National,0,607412677,84421900251,417699851,58886804774,55935,0.719,0.0011,0.709,1.009603896
2016,4,Whole-grain breakfast cereal,74000,National,0,579119527,80723007950,401819101,56684573599,55907,0.717,0.0010,0.709,1.00602824
2016,5,Whole-grain breakfast cereal,74000,National,0,576013953,80012128275,401903910,56472558733,56081,0.72,0.0011,0.712,1.01669563
2016,6,Whole-grain breakfast cereal,74000,National,0,552589064,77091560535,383429875,54223674133,55863,0.717,0.0011,0.707,1.008509542
2016,7,Whole-grain breakfast cereal,74000,National,0,568187341,79484172045,393091885,55836036967,55760,0.715,0.0011,0.704,1.00946084
2016,8,Whole-grain breakfast cereal,74000,National,0,589146084,83896963956,409502235,59304035460,55640,0.702,0.0011,0.691,0.994895259
2016,9,Whole-grain breakfast cereal,74000,National,0,552792531,77226031969,383263538,54398665764,55469,0.716,0.0011,0.705,1.0050861
2016,10,Whole-grain breakfast cereal,74000,National,0,562924338,79214570507,389012601,55668555314,55661,0.711,0.0012,0.699,1.001947925
2016,11,Whole-grain breakfast cereal,74000,National,0,526877931,73996823009,357722841,51289790418,55290,0.712,0.0013,0.697,1.007805987
2016,12,Whole-grain breakfast cereal,74000,National,0,548822973,77114385589,366342712,52632155286,54770,0.712,0.0016,0.696,1.007456233
2017,1,Whole-grain breakfast cereal,74000,National,0,628665167,88457892833,403661142,58080201881,51005,0.711,0.0012,0.695,0.998194395
2017,2,Whole-grain breakfast cereal,74000,National,0,564632117,78837310652,366538306,52347549860,50946,0.716,0.0012,0.7,1.011502684
2017,3,Whole-grain breakfast cereal,74000,National,0,613333669,85735042389,408092047,58294258661,50935,0.715,0.0016,0.7,1.012851225
2017,4,Whole-grain breakfast cereal,74000,National,0,549602114,77005529052,372951775,53061730105,50840,0.714,0.0010,0.703,1.009081069
2017,5,Whole-grain breakfast cereal,74000,National,0,562033868,78912154175,384073075,54803870253,50593,0.712,0.0010,0.701,1.011961183
2017,6,Whole-grain breakfast cereal,74000,National,0,545700974,77715453854,376346685,54281086609,50554,0.702,0.0009,0.693,0.997348548
2017,7,Whole-grain breakfast cereal,74000,National,0,558375364,79334789657,392056757,56331659074,50834,0.704,0.0010,0.696,0.999718663
2017,8,Whole-grain breakfast cereal,74000,National,0,573030588,81598554350,408007578,58611301466,50477,0.702,0.0009,0.696,0.99687722
2017,9,Whole-grain breakfast cereal,74000,National,0,535737064,76396689543,381203463,54774422493,50428,0.701,0.0009,0.696,0.997837971
2017,10,Whole-grain breakfast cereal,74000,National,0,547771518,78567728962,390007199,56402656051,50574,0.697,0.0010,0.691,0.991420891
2017,11,Whole-grain breakfast cereal,74000,National,0,501481970,71311992109,352348134,50630848569,50268,0.703,0.0011,0.696,0.996463701
2017,12,Whole-grain breakfast cereal,74000,National,0,519631329,74778018423,361555266,52646094990,50300,0.695,0.0013,0.687,0.989162333
2018,1,Whole-grain breakfast cereal,74000,National,0,617580714,88594365404,407041731,59319288364,51275,0.697,0.0011,0.686,0.983955276
2018,2,Whole-grain breakfast cereal,74000,National,0,547592400,78184827152,362543514,52399508824,51322,0.7,0.0011,0.692,0.99325294
2018,3,Whole-grain breakfast cereal,74000,National,0,592872873,83703928928,397935566,57323698828,51288,0.708,0.0011,0.694,0.996530825
2018,4,Whole-grain breakfast cereal,74000,National,0,544472362,77032247070,370909518,53094506905,51678,0.707,0.0010,0.699,0.997682264
2018,5,Whole-grain breakfast cereal,74000,National,0,538520938,75685828793,370469972,52592518088,50777,0.712,0.0011,0.704,1.006863409
2018,6,Whole-grain breakfast cereal,74000,National,0,541447477,76143649186,370987935,52792137351,50996,0.711,0.0011,0.703,0.993809842
2018,7,Whole-grain breakfast cereal,74000,National,0,562759880,76833241152,385073934,53232188041,51143,0.732,0.0012,0.723,1.007601456
2018,8,Whole-grain breakfast cereal,74000,National,0,568980308,76961340286,392670570,53890039981,50539,0.739,0.0011,0.729,1.011633519
2018,9,Whole-grain breakfast cereal,74000,National,0,533014965,71275540132,365342482,49506371527,50265,0.748,0.0011,0.738,1.02178832
2018,10,Whole-grain breakfast cereal,74000,National,0,549757450,74480673947,379155386,51902729612,50071,0.738,0.0011,0.731,1.012479994
2018,11,Whole-grain breakfast cereal,74000,National,0,512462681,69463706639,349706192,48245163701,49681,0.738,0.0012,0.725,1.01236286
2018,12,Whole-grain breakfast cereal,74000,National,0,512705439,69579918376,346908620,47713877691,49570,0.737,0.0015,0.727,1.007048738
2012,1,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,131493874,17779794095,88106156,12090647356,9402,0.74,0.0031,0.729,1.030170002
2012,2,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,120750225,16514657193,81734856,11130088660,9427,0.731,0.0027,0.734,1.023261712
2012,3,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,114224894,15796111036,84948688,11597871402,9441,0.723,0.0029,0.732,1.023912697
2012,4,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,105635759,14411662886,78492777,10535138321,9467,0.733,0.0030,0.745,1.048249852
2012,5,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,108729281,14598994936,80596767,10721806374,9483,0.745,0.0028,0.752,1.067352721
2012,6,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,111560144,15226754442,81334345,10948152554,9495,0.733,0.0029,0.743,1.043651969
2012,7,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,117534801,15707345498,86047454,11407732339,9537,0.748,0.0028,0.754,1.062131226
2012,8,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,122972640,16701649427,87902475,11834280310,9538,0.736,0.0032,0.743,1.040684859
2012,9,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,117369512,15978284108,83421782,11160993484,9525,0.735,0.0038,0.747,1.031535796
2012,10,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,122222807,16770562253,86498986,11667084597,9540,0.729,0.0042,0.741,1.009994834
2012,11,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,108910132,14957622681,75489299,10247865312,9550,0.728,0.0036,0.737,1.021494626
2012,12,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,124737861,17007888095,83782331,11355682698,9639,0.733,0.0028,0.738,1.033624115
2013,1,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,130443281,17666813165,86483580,11805707479,9358,0.738,0.0041,0.733,1.028152877
2013,2,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,117515169,15688138874,76592308,10227919466,9350,0.749,0.0040,0.749,1.045436029
2013,3,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,121431794,16346093005,82348765,11140142271,9356,0.743,0.0038,0.739,1.042597266
2013,4,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,112282895,14978914077,75246154,10046796350,9369,0.75,0.0041,0.749,1.053245618
2013,5,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,114011577,15206502578,78493095,10410333282,9372,0.75,0.0032,0.754,1.058878569
2013,6,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,115176729,15437436488,79096370,10542980169,9364,0.746,0.0027,0.75,1.040678698
2013,7,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,122848145,16244269920,83557203,11103248826,9386,0.756,0.0028,0.753,1.047707936
2013,8,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,126330489,16868925675,85328470,11310218370,9399,0.749,0.0032,0.754,1.044386776
2013,9,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,118183489,15730390105,82179953,10868586995,9387,0.751,0.0032,0.756,1.033019551
2013,10,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,121798361,16337766673,84072322,11202428976,9342,0.746,0.0035,0.75,1.029045541
2013,11,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,111451451,15054994339,74562645,9995844171,9338,0.74,0.0037,0.746,1.029689498
2013,12,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,106625621,14277055738,70483205,9404618994,9434,0.747,0.0040,0.749,1.044619505
2014,1,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,126812112,17113868151,86141431,11617107098,9411,0.741,0.0032,0.742,1.020185085
2014,2,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,116374973,15646494569,78394382,10436451936,9471,0.744,0.0031,0.751,1.031591122
2014,3,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,124647931,16963525084,84457916,11375343322,9494,0.735,0.0032,0.742,1.019668763
2014,4,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,112823374,15182893734,76676353,10228763027,9418,0.743,0.0028,0.75,1.030448985
2014,5,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,115329966,15631026692,78873989,10635982274,9421,0.738,0.0029,0.742,1.024352699
2014,6,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,114439725,15341680016,77735194,10356536290,9443,0.746,0.0029,0.751,1.033632367
2014,7,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,122640096,16383014843,81970489,10924947028,9411,0.749,0.0037,0.75,1.036754013
2014,8,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,125998413,16873649584,82077424,11016945367,9415,0.747,0.0031,0.745,1.033611627
2014,9,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,117113285,15591324913,80562965,10659635641,9376,0.751,0.0030,0.756,1.030833185
2014,10,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,120071277,16331126910,80950595,10989206673,9364,0.735,0.0037,0.737,1.010938567
2014,11,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,112003334,14884932685,72127252,9626344429,9386,0.752,0.0036,0.749,1.034667448
2014,12,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,108963895,14473821701,69594630,9276664417,9524,0.753,0.0037,0.75,1.050064704
2015,1,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,146960981,19425466606,95592759,12825772789,9743,0.757,0.0026,0.745,1.008271206
2015,2,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,120232538,15706828483,77743874,10247050676,9539,0.765,0.0030,0.759,1.028591987
2015,3,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,131543566,17261847146,86174507,11461423634,9502,0.762,0.0028,0.752,1.020465265
2015,4,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,118449716,15347560749,77523593,10131868592,9453,0.772,0.0029,0.765,1.035745529
2015,5,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,121127729,15787606529,79233970,10415798661,9461,0.767,0.0031,0.761,1.031665556
2015,6,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,122549074,16003413810,79969728,10556281734,9456,0.766,0.0033,0.758,1.031805059
2015,7,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,122367950,15932629263,81880217,10827381037,9447,0.768,0.0032,0.756,1.036439033
2015,8,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,125095348,16504561162,83130230,11069772699,9431,0.758,0.0031,0.751,1.027007223
2015,9,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,120256221,15550937791,81993435,10667045573,9599,0.773,0.0025,0.769,1.03431833
2015,10,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,118270182,15558147109,79621323,10625195292,9574,0.76,0.0031,0.749,1.027098243
2015,11,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,101644928,13466001078,72378695,9624680071,9586,0.755,0.0032,0.752,1.029985233
2015,12,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,115003182,15113404593,80567717,10677157807,9772,0.761,0.0029,0.755,1.035938223
2016,1,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,123687565,16256494552,82644621,11210230008,9632,0.761,0.0033,0.737,1.028240205
2016,2,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,116939235,15491865675,78891758,10707795938,9576,0.755,0.0036,0.737,1.036659822
2016,3,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,123689801,16458174655,85060405,11638355550,9579,0.752,0.0037,0.731,1.030732633
2016,4,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,116371260,15498796550,80548808,10939018672,9588,0.751,0.0032,0.736,1.029621491
2016,5,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,118964272,15687564209,83611479,11240042207,9601,0.758,0.0035,0.744,1.048127523
2016,6,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,113171919,14927078992,78948340,10610976681,9604,0.758,0.0032,0.744,1.041363104
2016,7,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,117101664,15448755137,81642190,11017455433,9604,0.758,0.0036,0.741,1.046461396
2016,8,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,121275611,16192017712,84481061,11525239722,9613,0.749,0.0033,0.733,1.034932076
2016,9,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,117631026,15667884221,81085762,11000813838,9576,0.751,0.0034,0.737,1.036320094
2016,10,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,118039903,15842266883,80938760,11153168207,9585,0.745,0.0042,0.726,1.023479904
2016,11,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,109447054,14469282345,73461505,10035337060,9558,0.756,0.0043,0.732,1.041090066
2016,12,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,113265661,14953705192,74942977,10246777681,9417,0.757,0.0048,0.731,1.046358091
2017,1,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,126970332,16440446579,83409849,11291292104,8868,0.772,0.0033,0.739,1.039347146
2017,2,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,113921407,14920572725,73702622,10034670943,8860,0.764,0.0034,0.734,1.037475534
2017,3,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,123859681,16252999627,83972755,11436957108,8823,0.762,0.0029,0.734,1.040006629
2017,4,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,106833605,13938832145,74887533,10033022697,8800,0.766,0.0029,0.746,1.047676657
2017,5,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,113209318,14921475231,79532963,10807825952,8795,0.759,0.0031,0.736,1.040737246
2017,6,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,109250193,14494219305,76408646,10363438949,8800,0.754,0.0031,0.737,1.028476058
2017,7,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,114484094,15035722116,80782496,10877069806,8799,0.761,0.0031,0.743,1.039310911
2017,8,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,115605394,15347985524,82452918,11266728836,8802,0.753,0.0031,0.732,1.03046457
2017,9,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,112996714,14988536950,80838429,10967740791,8798,0.754,0.0031,0.737,1.031611998
2017,10,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,113521834,15268730202,80323810,11094775924,8779,0.743,0.0032,0.724,1.017370595
2017,11,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,102509370,13543261151,71680260,9751094140,8757,0.757,0.0031,0.735,1.034227325
2017,12,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,105168186,13880772328,72786876,9962053204,8753,0.758,0.0034,0.731,1.037380616
2018,1,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,119827786,15941267732,81759670,11265146012,9198,0.752,0.0036,0.726,1.022545836
2018,2,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,104723453,13895004065,71445297,9753564272,9200,0.754,0.0035,0.733,1.033615945
2018,3,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,115902634,15346627911,79756372,10946800264,9192,0.755,0.0040,0.729,1.037808568
2018,4,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,106720305,14068624522,73073370,9882462196,9211,0.759,0.0030,0.739,1.043501095
2018,5,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,107526246,13994897267,75277952,10102955999,9152,0.768,0.0032,0.745,1.055977276
2018,6,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,108566139,14072535222,75208267,9998271951,9152,0.771,0.0037,0.752,1.034942557
2018,7,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,115045764,14562933998,78535142,10237303588,9180,0.79,0.0039,0.767,1.047341491
2018,8,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,117080139,14732072161,79906704,10365820064,9115,0.795,0.0039,0.771,1.050074616
2018,9,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,113349962,14059756542,77408215,9888751969,9091,0.806,0.0038,0.783,1.063341258
2018,10,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,113616354,14394997403,78456684,10199130057,9099,0.789,0.0037,0.769,1.047822319
2018,11,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,104943275,13185194564,70975599,9256497539,9088,0.796,0.0039,0.767,1.060289416
2018,12,Whole-grain breakfast cereal,74000,Census Region 1: Northeast,1,102895645,12942343013,69124509,8930958951,9089,0.795,0.0034,0.774,1.058113569
2012,1,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,142617855,20728366369,86728733,12755303872,11113,0.688,0.0019,0.68,0.994535378
2012,2,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,131000129,19537737488,81207217,12160185512,11135,0.67,0.0019,0.668,0.979076671
2012,3,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,130972314,19379085748,82804231,12326246965,11153,0.676,0.0019,0.672,0.986307383
2012,4,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,123901224,17966598444,78282104,11431996647,11084,0.69,0.0015,0.685,0.994360237
2012,5,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,125509918,18243188554,80011680,11705866514,11119,0.688,0.0016,0.684,1.007504076
2012,6,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,122664300,17855936267,77926941,11456925502,11162,0.687,0.0017,0.68,1.007542093
2012,7,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,130713477,19055650878,83230124,12270563603,11206,0.686,0.0018,0.678,1.00602336
2012,8,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,137182926,20224722672,87592159,13028891292,11214,0.678,0.0016,0.672,0.987594858
2012,9,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,126086467,18489081282,80544716,11883802862,11210,0.682,0.0016,0.678,0.985447577
2012,10,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,127815426,18702931771,81037161,11956698181,11218,0.683,0.0019,0.678,0.983230349
2012,11,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,120565079,17787432277,74238925,11070293776,11203,0.678,0.0029,0.671,0.98399321
2012,12,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,145634486,21362307495,86356710,12880670889,11356,0.682,0.0022,0.67,0.985165628
2013,1,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,142911497,21060761983,81609803,12181804533,11021,0.679,0.0015,0.67,0.981100063
2013,2,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,125694862,18516886623,73249680,10898385295,11042,0.679,0.0016,0.672,0.986757636
2013,3,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,133630200,19476410196,80021502,11808135631,11037,0.686,0.0014,0.678,1.005656709
2013,4,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,123033286,18097309816,74474051,11092833670,11049,0.68,0.0014,0.671,0.994531768
2013,5,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,121188310,17551056792,73505474,10769335865,11048,0.69,0.0014,0.683,1.016956666
2013,6,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,120988981,17573318655,73371322,10812650818,11018,0.688,0.0014,0.679,1.009706502
2013,7,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,128993877,18772956148,77836737,11493085204,11078,0.687,0.0013,0.677,0.996346975
2013,8,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,133793004,19753694831,81215448,12099648698,11082,0.677,0.0018,0.671,0.98421317
2013,9,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,123671263,18064549300,75464948,11107929157,11127,0.685,0.0014,0.679,0.977418186
2013,10,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,125049740,18265392748,76380157,11267610102,11085,0.685,0.0015,0.678,0.980533836
2013,11,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,115539980,17075211718,69840169,10436297765,11090,0.677,0.0016,0.669,0.982514294
2013,12,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,116759354,17087659292,69078834,10300045282,11243,0.683,0.0025,0.671,0.992174261
2014,1,Whole-grain breakfast cereal,74000,Census Region 2: Midwest,2,132388868,19262685701,81352105,11918948200,11331,0.687,0.0021,0.683,0.984923039
