fdc_id,brand_owner,brand_name,subbrand_name,ingredients,not_a_significant_source_of,serving_size_grams,household_serving_fulltext,branded_food_category,market_country
676226,POST CONSUMER BRANDS,,,"CORN FLOUR, SUGAR, PEANUT BUTTER (PEANUTS, DEXTROSE, HYDROGENATED VEGETABLE OIL (COTTONSEED, SOYBEAN, CANOLA), SALT), DEXTROSE, WHOLE GRAIN OAT FLOUR, CANOLA OIL, SALT, CALCIUM CARBONATE, NATURAL AND ARTIFICIAL FLAVOR, RED 40, YELLOW 5, BLUE 1, YELLOW 6, BHT ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: REDUCED IRON, NIACINAMIDE (VITAMIN B3), ZINC OXIDE, THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.",,33,1 cup,Cereal,United States
676300,"Supervalu, Inc.",,,WHOLE GRAIN STEEL CUT OATS.,,40,1/4 cup,Cereal,United States
676356,Star Markets Co.,,,"WHOLE ROLLED OATS, MILLED CANE SUGAR, RICE FLOUR, WHOLE OAT FLOUR, EXPELLER PRESSED CANOLA OIL, MOLASSES, FLAX SEEDS, HONEY, NATURAL FLAVOR, SALT, BARLEY MALT SYRUP, HERB BLEND (SUGAR, CARDAMOM, FENNEL SEED, FENUGREEK, NUTMEG).",,59,3/4 cup,Cereal,United States
676684,"Hy-Vee, Inc.",,,"WHOLE WHEAT, SUGAR, CONTAINS 2% OR LESS OF: BROWN SUGAR, CORN STARCH, NATURAL AND ARTIFICIAL FLAVOR, GELATIN, COLOR (CARAMEL), REDUCED IRON, NIACIN (NIACINAMIDE), ZINC (ZINC OXIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMINE MONONITRATE), TRICALCIUM PHOSPHATE, FOLIC ACID, VITAMIN B12 (CYANOCOBALAMIN).",,55,1 cup,Cereal,United States
676796,Kingston Marketing Co,,,"DEGERMED YELLOW CORN MEAL, SUGAR, SALT, MALT EXTRACT. VITAMINS AND MINERALS: VITAMIN C (SODIUM ASCORBATE, ASCORBIC ACID), IRON (FERROUS FUMARATE), VITAMIN A (PALMITATE), NIACINAMIDE, VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN D (CHOLECALCIFEROL), VITAMIN B12 (CYANOCOBALAMIN), FOLIC ACID.",,32,1 cup,Cereal,United States
677444,Harris-Teeter Inc.,,,"MILLED CORN, CORN SYRUP, SALT, BARLEY MALT EXTRACT, WHEAT STARCH. BHT ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: REDUCED IRON, SODIUM ASCORBATE (VITAMIN C), NIACINAMIDE (VITAMIN B3), ZINC OXIDE (SOURCE OF ZINC), FOLIC ACID, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), VITAMIN A PALMITATE, THIAMIN MONONITRATE (VITAMIN B1), VITAMIN B12, VITAMIN D3.",,40,1 1/3 cup,Cereal,United States
677460,"Publix Super Markets, Inc.",,,"WHOLE GRAIN OAT FLOUR, SUGAR, DEGERMED CORN MEAL, WHEAT STARCH, CORN SYRUP, BROWN SUGAR, HIGH OLEIC CANOLA OIL, APPLE PUREE CONCENTRATE, SALT, DICALCIUM PHOSPHATE, CINNAMON, TRISODIUM PHOSPHATE, VANILLIN, BHT (A PRESERVATIVE). VITAMINS AND MINERALS: CALCIUM CARBONATE, SODIUM ASCORBATE (VITAMIN C), REDUCED IRON, NIACINAMIDE, ZINC OXIDE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), THIAMINE MONONITRATE (VITAMIN B1), VITAMIN A PALMITATE, FOLIC ACID, VITAMIN D, VITAMIN B12.",,40,1 cup,Cereal,United States
678046,The Kellogg Company,,,"RICE, WHOLE GRAIN WHEAT, SUGAR, WHEAT BRAN, FREEZE-DRIED FRUIT (PEACHES, BLUEBERRIES, RASPBERRIES), HYDROGENATED PALM KERNEL OIL, CONTAINS 2% OR LESS OF SALT, BROWN SUGAR SYRUP, NATURAL FLAVORS, MALT FLAVOR, NONFAT MILK, MILK PROTEIN CONCENTRATE, GREEK NONFAT YOGURT POWDER (CULTURED SKIM MILK; HEAT TREATED AFTER CULTURING), BIFIDOBACTERIUM LACTIS HN019, LACTIC ACID, SOY LECITHIN, BHT FOR FRESHNESS. VITAMINS AND MINERALS: REDUCED IRON, NIACINAMIDE, VITAMIN D3, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN HYDROCHLORIDE), FOLIC ACID, VITAMIN B12.",,42,1 cup,Cereal,United States
678266,The Kellogg Company,,,"WHOLE GRAIN WHEAT, SUGAR, RAISINS, RICE, WHEAT BRAN, WHOLE GRAIN OATS, BROWN SUGAR SYRUP, GLYCERIN, CONTAINS 2% OR LESS OF CORN SYRUP, SALT, MALT FLAVOR, MODIFIED CORN STARCH, MOLASSES, PALM OIL, CINNAMON, HONEY, NATURAL AND ARTIFICIAL FLAVOR, BHT FOR FRESHNESS. VITAMINS AND MINERALS: NIACINAMIDE, REDUCED IRON, VITAMIN C (ASCORBIC ACID AND SODIUM ASCORBATE), ZINC OXIDE, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN A PALMITATE, VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN HYDROCHLORIDE), FOLIC ACID, VITAMIN B12, VITAMIN D3.",,80,1 CONTAINER,Cereal,United States
678268,The Kellogg Company,,,"MILLED CORN, SUGAR, SOLUBLE CORN FIBER, CONTAINS 2% OR LESS OF MOLASSES, SALT, HYDROGENATED COCONUT AND SOYBEAN OIL, WHEAT STARCH, ANNATTO COLOR, BHT FOR FRESHNESS. VITAMINS AND MINERALS: VITAMIN C (SODIUM ASCORBATE AND ASCORBIC ACID), NIACINAMIDE, ZINC OXIDE, REDUCED IRON, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN HYDROCHLORIDE), VITAMIN A PALMITATE, FOLIC ACID, VITAMIN D, VITAMIN B12.",,42,1 CONTAINER,Cereal,United States
678274,The Quaker Oats Company,,,"WHOLE GRAIN OAT FLOUR, SUGAR, CORN FLOUR, WHOLE WHEAT FLOUR, RICE FLOUR, CALCIUM CARBONATE, SALT, NATURAL FLAVOR, DISODIUM PHOSPHATE, REDUCED IRON, NIACINAMIDE*, ZINC OXIDE, BHT (PRESERVATIVE), YELLOW 5, THIAMIN MONONITRATE*, RIBOFLAVIN*, PYRIDOXINE HYDROCHLORIDE*, FOLIC ACID*, YELLOW 6.",,32,3/4 cup,Cereal,United States
678276,The Quaker Oats Company,,,"CORN FLOUR, SUGAR, OAT FLOUR, BROWN SUGAR, PALM AND/OR COCONUT OIL, SALT, REDUCED IRON, YELLOW 5, NIACINAMIDE*, ZINC OXIDE, YELLOW 6, THIAMIN MONONITRATE*, RIBOFLAVIN*, BHT (PRESERVATIVE), PYRIDOXINE HYDROCHLORIDE*, FOLIC ACID*, TOCOPHEROLS (PRESERVATIVE).",,27,3/4 cup,Cereal,United States
678384,The Kellogg Company,,,"MILLED CORN, SUGAR, CONTAINS 2% OR LESS OF MALT FLAVOR, SALT, BHT FOR FRESHNESS. VITAMINS AND MINERALS: IRON, VITAMIN C (ASCORBIC ACID AND SODIUM ASCORBATE), NIACINAMIDE, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN HYDROCHLORIDE), VITAMIN A PALMITATE, FOLIC ACID, VITAMIN D, VITAMIN B12.",,60,1 CONTAINER,Cereal,United States
678404,The Kellogg Company,,,"CORN FLOUR BLEND (WHOLE GRAIN YELLOW CORN FLOUR, DEGERMINATED YELLOW CORN FLOUR), SUGAR, WHEAT FLOUR, WHOLE GRAIN OAT FLOUR, MODIFIED FOOD STARCH, CONTAINS 2% OR LESS OF HYDROGENATED VEGETABLE OIL (COCONUT, SOYBEAN AND/OR COTTONSEED), OAT FIBER, SALT, SOLUBLE CORN FIBER, NATURAL FLAVOR, RED 40, TURMERIC EXTRACT COLOR, BLUE 1, YELLOW 6, ANNATTO EXTRACT COLOR, BHT FOR FRESHNESS. VITAMINS AND MINERALS: VITAMIN C (SODIUM ASCORBATE AND ASCORBIC ACID), NIACINAMIDE, REDUCED IRON, ZINC OXIDE, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN HYDROCHLORIDE), VITAMIN A PALMITATE, FOLIC ACID, VITAMIN B12, VITAMIN D3.",,42,1 CONTAINER,Cereal,United States
678472,The Kellogg Company,,,"RICE, WHOLE GRAIN WHEAT, SUGAR, PECANS, WHEAT BRAN, CONTAINS 2% OR LESS OF SALT, BROWN SUGAR SYRUP, SOLUBLE WHEAT FIBER, CINNAMON, MALT FLAVORING, CORN OIL, BHT FOR FRESHNESS. VITAMINS AND MINERALS: VITAMIN C (ASCORBIC ACID), REDUCED IRON, NIACINAMIDE, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN HYDROCHLORIDE), VITAMIN A PALMITATE, FOLIC ACID, VITAMIN D, VITAMIN B12.",,30,0.75 cup,Cereal,United States
678522,The Kellogg Company,,,"WHOLE GRAIN OATS, HONEY, ALMONDS, CANOLA OIL, RAISINS (RAISINS, GLYCERIN, SUNFLOWER OIL), COCONUT, SWEETENED DRIED CRANBERRIES (CRANBERRIES, SUGAR, GLYCERIN, SUNFLOWER OIL), OAT BRAN, MAPLE SYRUP, PECANS, WALNUTS, WHOLE OAT FLOUR, GROUND FLAX SEEDS, TOASTED SESAME SEEDS.",,42,1.5 ONZ,Cereal,United States
678620,The Kellogg Company,,,"WHOLE GRAIN WHEAT, SUGAR, CONTAINS 2% OR LESS OF BROWN RICE SYRUP, GELATIN, BHT FOR FRESHNESS. VITAMINS AND MINERALS: REDUCED IRON, NIACINAMIDE, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN HYDROCHLORIDE), ZINC OXIDE, FOLIC ACID, VITAMIN B12.",,54,21 BISCUITS,Cereal,United States
678622,The Kellogg Company,,,"WHOLE GRAIN WHEAT, RAISINS, WHEAT BRAN, SUGAR, BROWN SUGAR SYRUP, CONTAINS 2% OR LESS OF SALT, MALT FLAVOR. VITAMINS AND MINERALS: POTASSIUM CHLORIDE, NIACINAMIDE, REDUCED IRON, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), ZINC OXIDE, VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN HYDROCHLORIDE), VITAMIN A PALMITATE, FOLIC ACID, VITAMIN D3, VITAMIN B12.",,59,1 cup,Cereal,United States
678624,The Kellogg Company,,,"CORN FLOUR BLEND (WHOLE GRAIN YELLOW CORN FLOUR, DEGERMINATED YELLOW CORN FLOUR), SUGAR, WHEAT FLOUR, WHOLE GRAIN OAT FLOUR, MODIFIED FOOD STARCH, CONTAINS 2% OR LESS OF HYDROGENATED VEGETABLE OIL (COCONUT, SOYBEAN AND/OR COTTONSEED), OAT FIBER, SALT, SOLUBLE CORN FIBER, NATURAL FLAVOR, RED 40, TURMERIC EXTRACT COLOR, BLUE 1, YELLOW 6, ANNATTO EXTRACT, COLOR, BHT FOR FRESHNESS. VITAMINS AND MINERALS: VITAMIN C (SODIUM ASCORBATE AND ASCORBIC ACID), NIACINAMIDE, REDUCED IRON, ZINC OXIDE, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN HYDROCHLORIDE), VITAMIN A PALMITATE, FOLIC ACID, VITAMIN B12, VITAMIN D3.",,29,1 cup,Cereal,United States
678626,The Kellogg Company,,,"MILLED CORN, SUGAR, CONTAINS 2% OR LESS OF MALT FLAVOR, SALT, BHT FOR FRESHNESS. VITAMINS AND MINERALS: IRON, VITAMIN C (ASCORBIC ACID AND SODIUM ASCORBATE), NIACINAMIDE, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN HYDROCHLORIDE), VITAMIN A PALMITATE, FOLIC ACID, VITAMIN D, VITAMIN B12.",,29,0.75 cup,Cereal,United States
678642,The Kellogg Company,,,"RICE, SUGAR, CONTAINS 2% OR LESS OF SALT, MALT FLAVOR, BHT FOR FRESHNESS. VITAMINS AND MINERALS: IRON (FERRIC PHOSPHATE), VITAMIN C (ASCORBIC ACID), VITAMIN E ACETATE, NIACINAMIDE, VITAMIN A PALMITATE, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B1 (THIAMIN HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), FOLIC ACID, VITAMIN B12, VITAMIN D3.",,33,1.25 cup,Cereal,United States
678652,The Quaker Oats Company,,,"WHOLE GRAIN OAT FLOUR, SUGAR, CORN FLOUR, WHOLE WHEAT FLOUR, RICE FLOUR, CALCIUM CARBONATE, SALT, NATURAL FLAVOR, DISODIUM PHOSPHATE, REDUCED IRON, NIACINAMIDE*, ZINC OXIDE, BHT (PRESERVATIVE), YELLOW 5, THIAMIN MONONITRATE*, RIBOFLAVIN*, PYRIDOXINE HYDROCHLORIDE*, FOLIC ACID*, YELLOW 6.",,32,0.75 cup,Cereal,United States
678654,The Quaker Oats Company,,,"WHOLE GRAIN ROLLED OATS, SUGAR, SALT, NATURAL FLAVOR.",,43,1 PACKET,Cereal,United States
678680,The Kellogg Company,,,"MILLED CORN, SUGAR, CONTAINS 2% OR LESS OF MALT FLAVOR, SALT, CORN SYRUP, MODIFIED CORN STARCH, DEXTROSE, NATURAL AND ARTIFICIAL FLAVOR, GELATIN, BHT FOR FRESHNESS. VITAMINS AND MINERALS: VITAMIN C (ASCORBIC ACID), IRON, NIACINAMIDE, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B1 (THIAMIN HYDROCHLORIDE), VITAMIN A PALMITATE, VITAMIN B2 (RIBOFLAVIN), FOLIC ACID, VITAMIN B12, VITAMIN D3.",,29,0.75 cup,Cereal,United States
678726,The Kellogg Company,,,"RICE, SUGAR, MALTODEXTRIN, PALM OIL, CONTAINS 2% OR LESS OF SALT, NATURAL AND ARTIFICIAL FLAVOR (CONTAINS MILK), GELATIN, MALT FLAVOR, COLOR ADDED, BHT FOR FRESHNESS. VITAMINS AND MINERALS: VITAMIN C (SODIUM ASCORBATE AND ASCORBIC ACID), NIACINAMIDE, REDUCED IRON, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN HYDROCHLORIDE), VITAMIN A PALMITATE, FOLIC ACID, VITAMIN B12, VITAMIN D3.",,30,0.75 cup,Cereal,United States
678782,The Kellogg Company,,,"SUGAR, CORN FLOUR BLEND (WHOLE GRAIN YELLOW CORN FLOUR, DEGERMINATED YELLOW CORN FLOUR), WHEAT FLOUR, WHOLE GRAIN OAT FLOUR, CONTAINS 2% OR LESS OF CORN SYRUP, MODIFIED CORN STARCH, DEXTROSE, HYDROGENATED VEGETABLE OIL (COCONUT, SOYBEAN AND/OR COTTONSEED), OAT FIBER, SALT, NATURAL AND ARTIFICIAL FLAVOR, SOLUBLE CORN FIBER, GELATIN, RED 40, YELLOW 5, YELLOW 6, BLUE 1, TURMERIC EXTRACT COLOR, ANNATTO EXTRACT COLOR, BHT FOR FRESHNESS. VITAMINS AND MINERALS: VITAMIN C (SODIUM ASCORBATE AND ASCORBIC ACID), NIACINAMIDE, REDUCED IRON, ZINC OXIDE, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN A PALMITATE, VITAMIN B1 (THIAMIN HYDROCHLORIDE), FOLIC ACID, VITAMIN B12, VITAMIN D3.",,29,1 cup,Cereal,United States
678788,The Quaker Oats Company,,,"WHOLE GRAIN ROLLED OATS, SUGAR, FLAXSEED, QUINOA, BLUEBERRIES, BANANA FLAKES, SALT, CITRIC ACID, NATURAL FLAVOR.",,65,1 PACKAGE,Cereal,United States
678790,The Quaker Oats Company,,,"WHOLE GRAIN ROLLED OATS, SUGAR, WALNUTS COATED WITH ROSEMARY EXTRACT (TO HELP PROTECT FLAVOR), RAISINS, QUINOA, FLAXSEED, SALT, HONEY, NATURAL FLAVOR.",,74,1 PACKAGE,Cereal,United States
678810,The Quaker Oats Company,,,"CORN FLOUR, SUGAR, OAT FLOUR, BROWN SUGAR, PALM AND/OR COCONUT OIL, SALT, SUNFLOWER OIL, SODIUM CITRATE, NATURAL AND ARTIFICIAL FLAVOR, MALIC ACID, YELLOW 5, REDUCED IRON, YELLOW 6, NIACINAMIDE*, BHT (TO PRESERVE FRESHNESS), THIAMINE MONONITRATE*, BLUE 1, RED 40, PYRIDOXINE HYDROCHLORIDE*, RIBOFLAVIN*, FOLIC ACID*.",,39,1 cup,Cereal,United States
678812,The Quaker Oats Company,,,"CORN FLOUR, SUGAR, OAT FLOUR, BROWN SUGAR, PALM AND/OR COCONUT OIL, SALT, SODIUM CITRATE, NATURAL AND ARTIFICIAL FLAVOR, RED 40, REDUCED IRON, NIACINAMIDE*, YELLOW 5. MALIC ACID, ZINC OXIDE. STRAWBERRY JUICE CONCENTRATE, BLUE 1, YELLOW 6, THIAMIN MONONITRATE*, RIBOFLAVIN*, PYRIDOXINE HYDROCHLORIDE*, BHT (PRESERVATIVE), FOLIC ACID*, TOCOPHEROLS (PRESERVATIVE).",,26,3/4 cup,Cereal,United States
678818,The Quaker Oats Company,,,"WHOLE GRAIN OAT FLOUR, SUGAR, CORN FLOUR, WHOLE WHEAT FLOUR, RICE FLOUR, SALT, CALCIUM CARBONATE, NATURAL AND ARTIFICIAL FLAVOR, DISODIUM PHOSPHATE, REDUCED IRON, NIACINAMIDE*, ZINC OXIDE, BHT (PRESERVATIVE), YELLOW 5, YELLOW 6, THIAMIN MONONITRATE*, RIBOFLAVIN*, PYRIDOXINE HYDROCHLORIDE*, FOLIC ACID*.",,32,3/4 cup,Cereal,United States
678822,The Quaker Oats Company,,,"WHOLE GRAIN ROLLED OATS, SUGAR, NATURAL FLAVOR, BANANA FLAKE POWDER, SALT, CALCIUM CARBONATE, GUAR GUM, NIACINAMIDE (VITAMIN B3), TRICALCIUM PHOSPHATE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), THIAMIN MONONITRATE (VITAMIN B1), REDUCED IRON, FOLIC ACID, CHOLECALCIFEROL (VITAMIN D3).",,43,1 PACKAGE,Cereal,United States
678824,The Quaker Oats Company,,,"WHOLE GRAIN ROLLED OATS, SUGAR, DRIED BLUEBERRY PIECES, NATURAL FLAVOR, SALT, CALCIUM CARBONATE, GUAR GUM, NIACINAMIDE (VITAMIN B3), TRICALCIUM PHOSPHATE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), THIAMIN MONONITRATE (VITAMIN B1), REDUCED IRON, FOLIC ACID, CHOLECALCIFEROL (VITAMIN D3).",,43,1 PACKAGE,Cereal,United States
678826,The Quaker Oats Company,,,"WHOLE GRAIN OAT FLOUR, SUGAR, CORN FLOUR, WHOLE WHEAT FLOUR, RICE FLOUR, SALT, CALCIUM CARBONATE, DISODIUM PHOSPHATE, REDUCED IRON, NIACINAMIDE*, ZINC OXIDE, BHT (PRESERVATIVE), YELLOW 5, YELLOW 6, THIAMIN MONONITRATE*, RIBOFLAVIN*, PYRIDOXINE HYDROCHLORIDE*, FOLIC ACID*.",,32,3/4 cup,Cereal,United States
678828,The Quaker Oats Company,,,"CORN FLOUR, SUGAR, OAT FLOUR, BROWN SUGAR, PALM AND/OR COCONUT OIL, SALT, NATURAL FLAVOR, REDUCED IRON, NIACINAMIDE*, ZINC OXIDE (COLOR), BLUE 1, MOLASSES, THIAMIN MONONITRATE*, RIBOFLAVIN*, PYRIDOXINE HYDROCHLORIDE*, BHT (PRESERVATIVE), FOLIC ACID*.",,32,1 cup,Cereal,United States
678836,The Quaker Oats Company,,,"WHOLE GRAIN ROLLED OATS, SUGAR, DRIED BLUEBERRIES, DRIED CRANBERRIES, SALT, ASCORBIC ACID (SOURCE OF VITAMIN C), NATURAL FLAVOR, DL-ALPHA TOCOPHEROL (SOURCE OF VITAMIN E), BETA CAROTENE (SOURCE OF VITAMIN A).",,43,1 PACKET,Cereal,United States
678840,The Quaker Oats Company,,,"WHOLE GRAIN ROLLED OATS, WHOLE GRAIN WHEAT FLOUR, BROWN RICE FLOUR, BROWN SUGAR, WHOLE GRAIN ROLLED WHEAT, POLYDEXTROSE, CANOLA OIL, WHEY, ALMONDS, INULIN, NONFAT DRY MILK, TOCOPHEROLS (PRESERVATIVE), WHEY PROTEIN CONCENTRATE, HONEY, NATURAL FLAVOR.",,63,0.75 cup,Cereal,United States
678842,The Quaker Oats Company,,,"WHOLE GRAIN ROLLED OATS, SUGAR, DRIED FIG PIECES, DRIED APPLE PIECES, DEXTROSE, SALT, NATURAL FLAVOR, APPLE JUICE CONCENTRATE, ASCORBIC ACID (SOURCE OF VITAMIN C), DL-ALPHA TOCOPHEROL (SOURCE OF VITAMIN E), BETA CAROTENE (SOURCE OF VITAMIN A).",,48,1 PACKET,Cereal,United States
678966,The Quaker Oats Company,,,"WHOLE GRAIN ROLLED OATS, DRIED SWEETENED PEACHES (PEACHES, SUGAR, RICE FLOUR, CITRIC ACID), SUGAR, PECANS, QUINOA, FLAXSEED, SALT, MALIC ACID, CITRIC ACID, NATURAL FLAVOR.",,73,1 PACKAGE,Cereal,United States
679112,"POST CONSUMER BRANDS, LLC.",,,"CORN FLOUR, SUGAR, WHOLE GRAIN OAT FLOUR, COCOA (PROCESSED WITH ALKALI), CANOLA OIL, CORN SYRUP, UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID), SALT, DEGERMED CORN MEAL, NATURAL AND ARTIFICIAL FLAVOR, CORNSTARCH, PALM OIL, TITANIUM DIOXIDE (COLOR), UNSWEETENED CHOCOLATE, HIGH FRUCTOSE CORN SYRUP, LEAVENING (BAKING SODA AND/OR CALCIUM PHOSPHATE), SOY LECITHIN, BHT ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE, THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (VITAMIN B5), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.",,40,1 1/3 cup,Cereal,United States
679114,The Quaker Oats Company,,,"WHOLE GRAIN ROLLED OATS, SUGAR, DRIED CHERRIES, ALMONDS, QUINOA, FLAXSEED, SALT, NATURAL FLAVOR.",,74,1 PACKAGE,Cereal,United States
679166,The Kellogg Company,,,"MILLED CORN, SUGAR, CORN SYRUP, CONTAINS 2% OR LESS OF MOLASSES, SALT, VEGETABLE OIL (HYDROGENATED COCONUT, SOYBEAN AND/OR COTTONSEED), ANNATTO COLOR, BHT FOR FRESHNESS, WHEAT STARCH. VITAMINS AND MINERALS: VITAMIN C (SODIUM ASCORBATE AND ASCORBIC ACID), NIACINAMIDE, REDUCED IRON, ZINC OXIDE, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN HYDROCHLORIDE), VITAMIN A PALMITATE, FOLIC ACID, VITAMIN B12, VITAMIN D3.",,30,1 cup,Cereal,United States
679302,The Quaker Oats Company,,,"CORN FLOUR, SUGAR, OAT FLOUR, BROWN SUGAR, PALM AND/OR COCONUT OIL, SALT, NATURAL FLAVOR, REDUCED IRON, NIACINAMIDE*, ZINC OXIDE (COLOR), BLUE 1, MOLASSES, THIAMIN MONONITRATE*, RIBOFLAVIN*, PYRIDOXINE HYDROCHLORIDE*, BHT (PRESERVATIVE), FOLIC ACID*.",,32,1 cup,Cereal,United States
679460,The Quaker Oats Company,,,"WHOLE GRAIN OAT FLOUR, SUGAR, CORN FLOUR, WHOLE WHEAT FLOUR, RICE FLOUR, SALT, CALCIUM CARBONATE, NATURAL AND ARTIFICIAL FLAVOR, DISODIUM PHOSPHATE, REDUCED IRON, NIACINAMIDE*, ZINC OXIDE, BHT (PRESERVATIVE), YELLOW 5, YELLOW 6, THIAMIN MONONITRATE*, RIBOFLAVIN*, PYRIDOXINE HYDROCHLORIDE*, FOLIC ACID*.",,32,0.75 cup,Cereal,United States
679536,"Big Y Foods, Inc.",,,"WHOLE WHEAT, RAISINS, WHEAT BRAN, SUGAR, BROWN SUGAR SYRUP, SALT, MALT SYRUP. VITAMINS AND MINERALS: POTASSIUM CHLORIDE, IRON (FERRIC ORTHOPHOSPHATE), VITAMIN C (SODIUM ASCORBATE), VITAMIN A (PALMITATE), NIACINAMIDE, VITAMIN B1 (THIAMINE MONONITRATE), ZINC (ZINC OXIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B12 (CYANOCOBALAMIN), VITAMIN D (CHOLECALCIFEROL), VITAMIN B2 (RIBOFLAVIN), VITAMIN B12, FOLIC ACID.",,59,1 cup,Cereal,United States
679638,"Bob's Red Mill Natural Foods, Inc.",,,WHOLE GRAIN OATS.,,36,1/4 cup,Cereal,United States
679640,"Bob's Red Mill Natural Foods, Inc.",,,WHOLE GRAIN OATS.,,36,1/4 cup,Cereal,United States
679752,The Moran Group Incorporated,,,"CORN, WHOLE GRAIN WHEAT, SUGAR, WHOLE GRAIN ROLLED OATS, RICE, CANOLA OIL, CORN SYRUP, SALT, BARLEY MALT EXTRACT, CINNAMON, MOLASSES, HONEY, CARAMEL COLOR, NATURAL FLAVOR. VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE (SOURCE OF ZINC), THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (A B-VITAMIN), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.",,39,1 cup,Cereal,United States
679830,Target Stores,,,"MARSHMALLOW [CORN SYRUP, SUGAR, MODIFIED CORNSTARCH, WATER, GELATIN], CEREAL [RICE, SUGAR, CORN SYRUP, CANOLA AND/OR SUNFLOWER OIL, CONTAINS 2% OR LESS OF: SALT, NATURAL AND ARTIFICIAL FLAVOR, BLUE 1, RED 40, YELLOW 6, YELLOW 5, THIAMIN MONONITRATE, RIBOFLAVIN, NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE, FOLIC ACID, VITAMIN B12, VITAMIN A PALMITATE, VITAMIN D, REDUCED IRON, ZINC OXIDE], CRISP RICE [RICE, SUGAR, CORN SYRUP, SALT, THIAMIN MONONITRATE, RIBOFLAVIN, NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE, FOLIC ACID, VITAMIN B12, VITAMIN A PALMITATE, SODIUM ASCORBATE, VITAMIN D, FERRIC ORTHOPHOSPHATE, ZINC OXIDE], BUTTER [CREAM, SALT], SUGAR, CORN SYRUP, INVERT SUGAR.",,43,1.52 ONZ,Cereal,United States
