fdc_id,nutrient_id,amount
1119028,1257,0
1119028,1110,0
1119028,1253,0
1119028,1087,0
1119028,1004,30
1119029,1004,20
1119029,1079,1.8
1119029,1005,36.36
1119029,1253,0
1119029,1008,327
1119029,1235,20
1119029,1003,5.45
1119029,2000,23.64
1119029,1089,0
1119029,1093,191
1119029,1092,0
1119029,1257,0
1119029,1258,8.18
1119029,1110,0
1119029,1087,73
1119030,1087,50
1119030,1003,5
1119030,1093,0
1119030,1258,25
1119030,1008,525
1119030,1005,52.5
1119030,1257,0
1119030,2000,35
1119030,1253,0
1119030,1110,0
1119030,1079,7.5
1119030,1235,35
1119030,1089,4.5
1119030,1004,40
1119031,1005,0
1119031,1087,0
1119031,1008,375
1119031,1003,18.75
1119031,1089,2.25
1119031,2000,0
1119031,1104,0
1119031,1258,12.5
1119031,1162,0
1119031,1004,37.5
1119031,1079,0
1119031,1257,0
1119031,1093,1312
1119031,1253,94
1119032,1162,0
1119032,1087,0
1119032,2000,0
1119032,1079,0
1119032,1089,1.71
1119032,1003,19.05
1119032,1093,1571
1119032,1005,4.76
1119032,1257,0
1119032,1253,95
1119032,1008,476
1119032,1258,14.29
1119032,1104,0
1119032,1004,38.1
1119033,1257,0
1119033,1089,10.71
1119033,1253,0
1119033,1175,0.476
1119033,2000,40.48
1119033,1093,667
1119033,1084,2
1119033,1004,3.57
1119033,1008,381
1119033,1087,452
1119033,1092,190
1119033,1005,83.33
1119033,1258,0
1119033,1003,7.14
1119033,1170,2.381
1119033,1090,57
1119033,1165,2
1119033,1091,190
1119033,1167,4.762
1119033,1110,0
1119033,1079,4.8
1119033,1082,2
1119033,1235,40.5
1119033,1095,5.36
1119034,1003,0
1119034,2000,66.67
1119034,1004,0
1119034,1235,66.7
1119034,1093,83
1119034,1005,83.33
1119034,1008,333
1119035,1079,3.1
1119035,1003,2.31
1119035,1005,6.92
1119035,2000,3.08
1119035,1257,0
1119035,1004,0
1119035,1253,0
1119035,1110,0
1119035,1008,35
1119035,1087,23
1119035,1258,0
1119035,1092,223
1119035,1089,0.77
1119035,1093,292
1119037,2000,4.76
1119037,1110,0
1119037,1008,107
1119037,1005,21.43
1119037,1003,3.57
1119037,1092,218
1119037,1004,1.79
1119037,1087,3
1119037,1258,0.24
1119037,1253,0
1119037,1089,0.48
1119037,1079,2.4
1119037,1093,298
1119037,1257,0
1119038,1258,3.57
1119038,1003,3.57
1119038,1092,150
1119038,1089,3.57
1119038,1235,3.6
1119038,1004,28.57
1119038,1087,64
1119038,1079,0
1119038,1110,0
1119038,2000,3.57
1119038,1093,1000
1119038,1253,0
1119038,1005,60.71
1119038,1008,536
1119038,1257,0
1119039,1092,200
1119039,1110,0
1119039,1005,5
1119039,1253,0
1119039,1093,210
1119039,2000,1
1119039,1258,0
1119039,1004,0
1119039,1087,40
1119039,1089,0.4
1119039,1008,25
1119039,1079,2
1119039,1257,0
1119039,1003,2
1119040,2000,3.08
1119040,1093,292
1119040,1258,0
1119040,1253,0
1119040,1087,23
1119040,1005,6.92
1119040,1110,0
1119040,1257,0
1119040,1092,223
1119040,1089,0.77
1119040,1079,3.1
1119040,1003,2.31
1119040,1008,35
1119040,1004,0
1119041,1005,36.36
1119041,1257,0
1119041,2000,14.14
1119041,1089,2.73
1119041,1104,202
1119041,1003,13.13
1119041,1093,808
1119041,1079,2
1119041,1004,17.17
1119041,1008,333
1119041,1253,25
1119041,1258,6.06
1119041,1087,152
1119041,1162,0
1119042,1110,0
1119042,1258,0
1119042,1093,271
1119042,1079,0
1119042,2000,0
1119042,1008,106
1119042,1005,2.35
1119042,1087,9
1119042,1004,1.18
1119042,1003,20
1119042,1253,53
1119042,1089,0.82
1119042,1257,0
1119043,1079,1.3
1119043,1005,28.95
1119043,1293,5.92
1119043,1003,7.89
1119043,1257,0
1119043,2000,13.16
1119043,1089,1.42
1119043,1162,6.3
1119043,1104,0
1119043,1253,46
1119043,1008,276
1119043,1292,5.26
1119043,1258,3.29
1119043,1004,14.47
1119043,1093,645
1119043,1087,132
1119044,1004,0
1119044,1093,0
1119044,1235,50
1119044,1008,250
1119044,1003,0
1119044,2000,50
1119044,1005,66.67
1119045,1004,0
1119045,1110,0
1119045,1079,3.1
1119045,1089,0.77
1119045,1087,23
1119045,2000,3.08
1119045,1003,2.31
1119045,1005,6.92
1119045,1092,223
1119045,1253,0
1119045,1258,0
1119045,1257,0
1119045,1093,292
1119045,1008,35
1119047,1008,33
1119047,1005,4.17
1119047,1092,86
1119047,2000,3.33
1119047,1253,0
1119047,1258,0
1119047,1110,0
1119047,1079,0.8
1119047,1093,208
1119047,1257,0
1119047,1089,0
1119047,1003,0.83
1119047,1087,9
1119047,1004,0
1119048,1079,1.3
1119048,1005,6.41
1119048,1110,0
1119048,1258,0
1119048,1008,32
1119048,1257,0
1119048,1089,0.51
1119048,1093,244
1119048,1004,0
1119048,1003,1.28
1119048,1087,9
1119048,2000,3.85
1119048,1253,0
1119050,1110,0
1119050,1253,0
1119050,1257,0
1119050,1008,56
1119050,1079,2.4
1119050,1087,20
1119050,1005,9.6
1119050,1093,240
1119050,1235,1.6
1119050,1089,1.12
1119050,2000,4.8
1119050,1004,0.4
1119050,1003,3.2
1119050,1258,0
1119051,1089,0.33
1119051,1253,0
1119051,1008,17
1119051,1110,0
1119051,2000,1.67
1119051,1004,0
1119051,1257,0
1119051,1005,3.33
1119051,1087,25
1119051,1093,242
1119051,1258,0
1119051,1003,0.83
1119051,1079,1.7
1119052,1004,10
1119052,1008,225
1119052,1089,0.62
1119052,1005,31.25
1119052,1235,10
1119052,1257,0
1119052,1003,3.75
1119052,1258,5.62
1119052,1092,162
1119052,1253,6
1119052,2000,20
1119052,1087,88
1119052,1110,0
1119052,1093,112
1119052,1079,1.2
1119053,1079,1.5
1119053,1004,7.58
1119053,1003,4.55
1119053,2000,25.76
1119053,1087,121
1119053,1104,455
1119053,1089,0
1119053,1253,15
1119053,1005,31.82
1119053,1008,212
1119053,1162,0
1119053,1258,4.55
1119053,1093,98
1119053,1257,0
1119054,1110,0
1119054,1008,217
1119054,1093,108
1119054,1004,7.23
1119054,1089,0.72
1119054,1092,145
1119054,1005,33.73
1119054,1257,0
1119054,1087,84
1119054,1258,4.82
1119054,2000,19.28
1119054,1003,2.41
1119054,1079,0
1119054,1235,9.6
1119054,1253,6
1119055,1008,211
1119055,1079,0
1119055,1093,86
1119055,1005,30.26
1119055,2000,19.74
1119055,1235,9.2
1119055,1258,6.58
1119055,1253,7
1119055,1089,0
1119055,1092,158
1119055,1004,9.21
1119055,1110,0
1119055,1087,92
1119055,1257,0
1119055,1003,2.63
1119056,1093,133
1119056,1235,56.7
1119056,2000,56.67
1119056,1008,333
1119056,1005,86.67
1119056,1004,0
1119056,1003,0
1119057,1008,400
1119057,1089,2.2
1119057,1292,4
1119057,1087,60
1119057,1257,0
1119057,2000,30
1119057,1253,50
1119057,1005,56
1119057,1079,2
1119057,1093,440
1119057,1110,0
1119057,1293,8
1119057,1235,28
1119057,1004,18
1119057,1258,4
1119057,1003,4
1119057,1092,140
1119058,1257,0
1119058,1092,373
1119058,1253,0
1119058,1089,3.29
1119058,1005,70
1119058,1008,400
1119058,1087,44
1119058,2000,15.71
1119058,1004,8.57
1119058,1003,11.43
1119058,1258,1.43
1119058,1235,11.4
1119058,1110,0
1119058,1093,229
1119058,1079,8.6
1119059,2000,2.08
1119059,1253,0
1119059,1089,0
1119059,1235,2.1
1119059,1258,0.42
1119059,1005,2.5
1119059,1079,0
1119059,1092,25
1119059,1093,67
1119059,1110,0
1119059,1003,0.42
1119059,1087,8
1119059,1004,1.46
1119059,1008,29
1119059,1257,0
1119060,1003,0.42
1119060,1005,0.42
1119060,1089,0
1119060,2000,0
1119060,1258,0.42
1119060,1110,0
1119060,1092,25
1119060,1253,0
1119060,1257,0
1119060,1004,1.46
1119060,1079,0
1119060,1008,19
1119060,1093,67
1119060,1087,8
1119061,1110,0
1119061,1257,0
1119061,1005,55.75
1119061,1079,1.8
1119061,2000,26.55
1119061,1087,133
1119061,1093,425
1119061,1258,7.96
1119061,1092,62
1119061,1003,5.31
1119061,1253,0
1119061,1008,372
1119061,1004,14.16
1119061,1089,1.59
1119062,1008,338
1119062,1257,0
1119062,1092,0
1119062,2000,37.66
1119062,1253,45
1119062,1079,0.6
1119062,1110,0
1119062,1093,481
1119062,1005,57.14
1119062,1003,2.6
1119062,1089,1.3
1119062,1258,5.19
1119062,1087,0
1119062,1235,36.4
1119062,1004,11.69
1119063,1235,27.6
1119063,1253,62
1119063,1004,19.05
1119063,1003,4.76
1119063,1258,3.81
1119063,2000,28.57
1119063,1257,0
1119063,1110,0
1119063,1089,1.37
1119063,1005,50.48
1119063,1008,390
1119063,1087,0
1119063,1079,1
1119063,1093,419
1119063,1092,0
1119064,1110,0
1119064,1093,300
1119064,1079,1.7
1119064,1258,11.67
1119064,1087,17
1119064,2000,37.5
1119064,1008,433
1119064,1089,2.25
1119064,1005,59.17
1119064,1003,3.33
1119064,1004,21.67
1119064,1257,0
1119064,1253,12
1119064,1092,58
1119064,1235,35.8
1119065,1003,2.7
1119065,1110,0
1119065,1087,93
1119065,1008,392
1119065,1258,8.11
1119065,1235,40.5
1119065,1079,1.4
1119065,1253,7
1119065,1089,2.7
1119065,1005,51.35
1119065,1092,145
1119065,1004,17.57
1119065,1257,0
1119065,2000,41.89
1119065,1093,500
1119066,1092,95
1119066,2000,41.5
1119066,1089,2.45
1119066,1005,51.7
1119066,1004,17.69
1119066,1235,40.1
1119066,1093,503
1119066,1257,0
1119066,1008,395
1119066,1003,2.72
1119066,1110,5
1119066,1087,68
1119066,1253,3
1119067,2000,2.05
1119067,1005,31.51
1119067,1079,2.1
1119067,1087,41
1119067,1089,1.85
1119067,1008,199
1119067,1162,0
1119067,1093,219
1119067,1253,21
1119067,1003,7.53
1119067,1257,0
1119067,1258,1.71
1119067,1104,137
1119067,1004,4.11
1119068,1110,0
1119068,1093,138
1119068,1003,7.59
1119068,1004,4.14
1119068,1253,24
1119068,1257,0
1119068,1089,1.52
1119068,1092,152
1119068,1079,0.7
1119068,1008,200
1119068,2000,2.76
1119068,1258,2.41
1119068,1087,76
1119068,1005,32.41
1119069,1008,179
1119069,1087,62
1119069,2000,2.76
1119069,1003,6.9
1119069,1253,21
1119069,1257,0
1119069,1110,0
1119069,1258,2.07
1119069,1093,214
1119069,1089,1.45
1119069,1005,29.66
1119069,1004,3.45
1119069,1092,159
1119069,1079,0.7
1119070,1089,0.71
1119070,1005,96.43
1119070,1092,750
1119070,1110,0
1119070,1293,0
1119070,1008,393
1119070,1087,36
1119070,1253,0
1119070,1257,0
1119070,2000,71.43
1119070,1258,0
1119070,1003,0
1119070,1292,0
1119070,1079,14.3
1119070,1004,0
1119070,1093,0
1119071,1079,0
1119071,1004,12.5
1119071,1257,0
1119071,1089,0.64
1119071,2000,7.14
1119071,1162,0
1119071,1258,4.46
1119071,1104,0
1119071,1003,12.5
1119071,1005,10.71
1119071,1253,54
1119071,1008,214
1119071,1093,804
1119071,1087,0
1119072,1093,1211
1119072,1004,0
1119072,1087,35
1119072,1162,42.1
1119072,1253,0
1119072,1003,7.02
1119072,1008,333
1119072,1257,0
1119072,1005,75.44
1119072,1079,1.8
1119072,1104,702
1119072,1089,3.16
1119072,2000,1.75
1119074,1008,135
1119074,1104,562
1119074,1093,348
1119074,1004,4.49
1119074,1089,0.81
1119074,1253,11
1119074,1005,15.73
1119074,1079,1.7
1119074,1257,0.56
1119074,1087,34
1119074,1258,1.4
1119074,2000,3.37
1119074,1162,8.4
1119074,1003,6.18
1119075,1258,0
1119075,1005,75.56
1119075,1004,3.33
1119075,1089,2.22
1119075,1079,4.4
1119075,1092,256
1119075,1257,0
1119075,2000,0
1119075,1110,0
1119075,1087,0
1119075,1093,0
1119075,1253,0
1119075,1008,378
1119075,1003,6.67
1119077,1008,132
1119077,1087,71
1119077,1258,0
1119077,1253,0
1119077,1003,0
1119077,1089,0
1119077,1079,0
1119077,1092,109
1119077,1110,0
1119077,1235,23.5
1119077,1005,29.41
1119077,1093,912
1119077,1257,0
1119077,1004,0
1119077,2000,26.47
1119078,1253,56
1119078,1003,9.27
1119078,1093,483
1119078,1087,13
1119078,1257,0
1119078,1258,7.28
1119078,1004,15.89
1119078,1079,0.7
1119078,1008,192
1119078,1089,0.33
1119078,1005,3.31
1119078,2000,0.66
1119078,1110,0
1119078,1092,209
1119079,1003,0
1119079,1008,800
1119079,1257,0
1119079,1004,93.33
1119079,1005,0
1119079,1079,0
1119079,1258,13.33
1119079,1087,0
1119079,1253,0
1119079,2000,0
1119079,1089,0
1119079,1093,0
1119079,1092,0
1119079,1110,0
1119080,1003,14.29
1119080,1079,3.6
1119080,1008,375
1119080,1092,196
1119080,1089,1.61
1119080,1005,73.21
1119080,1166,0.357
1119080,1165,1
1119080,1258,0
1119080,1110,0
1119080,1167,6.964
1119080,1004,1.79
1119080,1093,0
1119080,1178,205.36
1119080,1087,0
1119080,1253,0
1119080,2000,1.79
1119080,1257,0
1119081,1004,93.33
1119081,1257,0
1119081,1258,13.33
1119081,1003,0
1119081,1093,0
1119081,1253,0
1119081,1008,800
1119081,1005,0
1119082,1087,0
1119082,1004,0
1119082,1258,0
1119082,1079,0
1119082,1005,50
1119082,1162,0
1119082,1089,6
1119082,1003,0
1119082,2000,16.67
1119082,1253,0
1119082,1257,0
1119082,1104,12500
1119082,1093,6500
1119082,1008,333
1119083,1008,39
1119083,1003,0
1119083,1004,0
1119083,1093,3
1119083,1005,10
1119083,2000,8.79
1119084,1162,0
1119084,1079,0
1119084,1253,0
1119084,1104,0
1119084,2000,0
1119084,1008,500
1119084,1089,0
1119084,1087,286
1119084,1257,0
1119084,1258,0
1119084,1004,28.57
1119084,1003,14.29
1119084,1005,57.14
1119084,1093,429
1119085,2000,0.87
1119085,1004,0
1119085,1257,0
1119085,1003,1.74
1119085,1258,0
1119085,1079,0.9
1119085,1005,2.61
1119085,1087,0
1119085,1104,0
1119085,1089,0.31
1119085,1162,1
1119085,1253,0
1119085,1008,17
1119085,1093,339
1119086,1004,0
1119086,1093,0
1119086,1008,0
1119086,1005,0
1119086,1003,0
1119087,1004,5.81
1119087,1258,0
1119087,1079,7
1119087,1253,0
1119087,1003,13.95
1119087,1110,0
1119087,1005,65.12
1119087,1089,4.65
1119087,1257,0
1119087,1008,372
1119087,1087,47
1119087,1093,0
1119087,2000,4.65
1119088,1257,0
1119088,1165,0
1119088,1079,0
1119088,1167,3.556
1119088,1004,0
1119088,1093,0
1119088,1005,80
1119088,2000,0
1119088,1087,0
1119088,1008,333
1119088,1258,0
1119088,1003,6.67
1119088,1089,3.2
1119088,1104,0
1119088,1253,0
1119088,1162,0
1119089,1104,71
1119089,1258,2.86
1119089,1162,3.4
1119089,1093,350
1119089,1003,17.14
1119089,1257,0
1119089,1008,186
1119089,1089,1.03
1119089,1087,71
1119089,1253,46
1119089,1005,8.57
1119089,2000,0.71
1119089,1079,0
1119089,1004,9.29
1119090,1004,1.43
1119090,1089,5.14
1119090,1005,62.86
1119090,1092,1486
1119090,1258,0
1119090,1087,123
1119090,1079,14.3
1119090,1003,22.86
1119090,1253,0
1119090,1110,0
1119090,1257,0
1119090,1008,286
1119090,1093,0
1119090,2000,2.86
1119091,1253,0
1119091,2000,3.57
1119091,1005,57.14
1119091,1079,3.6
1119091,1089,0
1119091,1004,35.71
1119091,1092,929
1119091,1258,5.36
1119091,1008,536
1119091,1003,3.57
1119091,1087,29
1119091,1110,0
1119091,1257,0
1119091,1093,571
1119092,1258,14.29
1119092,1253,95
1119092,1257,0
1119092,1093,1476
1119092,1008,524
1119092,1089,1.43
1119092,1005,0
1119092,1004,38.1
1119092,1003,47.62
1119092,1092,476
1119092,1087,0
1119092,2000,0
1119092,1079,0
1119093,1292,8.93
1119093,1087,14
1119093,1092,971
1119093,1293,25
1119093,1093,232
1119093,2000,3.57
1119093,1008,571
1119093,1005,53.57
1119093,1257,0
1119093,1258,5.36
1119093,1004,39.29
1119093,1003,3.57
1119093,1089,0
1119093,1110,0
1119093,1079,3.6
1119093,1253,0
1119094,2000,5
1119094,1253,4
1119094,1093,364
1119094,1110,0
1119094,1003,2.14
1119094,1008,143
1119094,1004,6.43
1119094,1258,1.07
1119094,1089,1.03
1119094,1257,0
1119094,1235,4.3
1119094,1005,20
1119094,1079,2.1
1119094,1087,0
1119095,2000,0
1119095,1079,7
1119095,1005,65.12
1119095,1087,47
1119095,1008,372
1119095,1003,13.95
1119095,1004,5.81
1119095,1104,0
1119095,1258,0
1119095,1162,0
1119095,1093,0
1119095,1257,0
1119095,1089,4.19
1119095,1253,0
1119096,1093,0
1119096,1258,0
1119096,1104,0
1119096,1004,5.81
1119096,1089,4.19
1119096,1079,7
1119096,1003,13.95
1119096,1253,0
1119096,1162,0
1119096,1087,47
1119096,1008,372
1119096,1257,0
1119096,1005,65.12
1119096,2000,0
1119097,1092,233
1119097,1004,0
1119097,1258,0
1119097,1257,0
1119097,1253,0
1119097,2000,3.33
1119097,1005,3.33
1119097,1079,0
1119097,1008,17
1119097,1093,667
1119097,1087,0
1119097,1003,0
1119097,1089,0
1119097,1110,0
1119098,1003,0
1119098,1079,0
1119098,1253,0
1119098,1093,533
1119098,2000,3.33
1119098,1258,0
1119098,1110,0
1119098,1092,233
1119098,1087,0
1119098,1257,0
1119098,1008,17
1119098,1005,3.33
1119098,1089,6
1119098,1004,0
1119099,2000,0
1119099,1005,0
1119099,1178,30
1119099,1167,100
1119099,1008,0
1119099,1092,1250
1119099,1003,0
1119099,1093,1500
1119099,1004,0
1119099,1175,10
1119100,1079,0.8
1119100,2000,2.5
1119100,1087,17
1119100,1104,833
1119100,1093,12
1119100,1089,0.3
1119100,1293,0
1119100,1257,0
1119100,1292,0
1119100,1253,0
1119100,1004,0
1119100,1003,0
1119100,1162,1
1119100,1008,21
1119100,1092,192
1119100,1258,0
1119100,1005,4.17
1119101,1089,13.17
1119101,1110,0
1119101,1258,0
1119101,1003,4.88
1119101,1087,0
1119101,1008,390
1119101,1095,3.66
1119101,1235,36.6
1119101,1186,61
1119101,2000,36.59
1119101,1079,0
1119101,1092,73
1119101,1170,2.439
1119101,1005,90.24
1119101,1167,4.878
1119101,1093,463
1119101,1165,3
1119101,1004,0
1119101,1253,0
1119101,1257,0
1119101,1175,0.488
1119102,1003,0
1119102,1004,0
1119102,2000,0
1119102,1093,0
1119102,1008,0
1119102,1005,0
1119103,1008,327
1119103,1093,596
1119103,1092,212
1119103,1079,1
1119103,1003,15.38
1119103,1253,29
1119103,1089,2.88
1119103,1005,27.88
1119103,1110,0
1119103,1235,1.9
1119103,1004,17.31
1119103,1257,0.96
1119103,1258,7.69
1119103,2000,2.88
1119103,1087,97
1119104,1004,2.16
1119104,1253,0
1119104,2000,11.21
1119104,1162,12.9
1119104,1005,12.07
1119104,1087,17
1119104,1003,0.86
1119104,1089,0.93
1119104,1079,0
1119104,1093,345
1119104,1258,0
1119104,1104,86
1119104,1008,69
1119105,1253,0
1119105,1110,0
1119105,1092,97
1119105,1008,400
1119105,1079,0
1119105,1235,43.3
1119105,1003,3.33
1119105,1004,10
1119105,1257,0
1119105,1093,283
1119105,1005,70
1119105,1087,33
1119105,1089,3.33
1119105,2000,43.33
1119105,1258,5
1119106,1087,0
1119106,1008,464
1119106,1089,2.57
1119106,1258,7.14
1119106,1162,0
1119106,1093,464
1119106,1003,3.57
1119106,2000,57.14
1119106,1104,0
1119106,1257,0
1119106,1004,16.07
1119106,1005,75
1119106,1253,36
1119106,1079,0
1119107,1008,0
1119107,1004,0
1119107,1005,0
1119107,1003,0
1119107,1093,2600
1119108,1292,0.42
1119108,1257,0
1119108,1091,125
1119108,1166,0.208
1119108,1258,0.62
1119108,1005,6.67
1119108,1004,1.25
1119108,2000,6.25
1119108,1087,154
1119108,1253,6
1119108,1008,54
1119108,1003,4.17
1119108,1089,0
1119108,1079,0
1119108,1093,71
1119108,1293,0
1119108,1092,217
1119108,1178,0.67
1119109,1079,0
1119109,1093,500
1119109,1257,0
1119109,2000,3.33
1119109,1258,0
1119109,1008,33
1119109,1005,6.67
1119109,1004,0
1119109,1087,67
1119109,1089,0
1119109,1253,0
1119109,1003,0
1119109,1110,0
1119110,1004,93.33
1119110,1093,0
1119110,1005,0
1119110,1293,0
1119110,1258,86.67
1119110,1253,0
1119110,1257,0
1119110,1292,6.67
1119110,1003,0
1119110,1008,867
1119111,1008,867
1119111,1257,0
1119111,1292,66.67
1119111,1258,6.67
1119111,1293,20
1119111,1093,0
1119111,1005,0
1119111,1004,93.33
1119111,1003,0
1119112,1258,5
1119112,1089,1
1119112,1257,0
1119112,1003,35
1119112,1079,23.3
1119112,1004,15
1119112,1008,333
1119112,1005,35
1119112,1253,8
1119112,1087,200
1119112,1110,0
1119112,1092,250
1119112,2000,1.67
1119112,1093,333
1119113,1087,167
1119113,1008,350
1119113,1005,36.67
1119113,1004,16.67
1119113,1162,0
1119113,1104,0
1119113,1258,4.17
1119113,2000,1.67
1119113,1253,8
1119113,1079,21.7
1119113,1257,0
1119113,1003,33.33
1119113,1093,317
1119113,1089,1.2
1119114,1093,25000
1119114,1004,0
1119114,1008,0
1119114,1005,0
1119114,1003,0
1119115,1079,1.4
1119115,1004,1.93
1119115,2000,8.7
1119115,1093,41
1119115,1258,1.21
1119115,1008,72
1119115,1162,1.7
1119115,1003,2.42
1119115,1089,0
1119115,1257,0
1119115,1104,242
1119115,1087,97
1119115,1005,11.59
1119115,1092,130
1119115,1253,10
1119115,1110,48
1119116,1087,222
1119116,1253,0
1119116,1005,66.67
1119116,1093,6556
1119116,2000,11.11
1119116,1008,278
1119116,1089,4
1119116,1258,0
1119116,1104,2222
1119116,1003,11.11
1119116,1004,0
1119116,1162,13.3
1119116,1079,0
1119116,1257,0
1119117,1005,100
1119117,1003,0
1119117,1093,0
1119117,1008,0
1119117,2000,0
1119117,1004,0
1119118,1005,0
1119118,1004,93.33
1119118,1257,0
1119118,1093,0
1119118,1008,867
1119118,1253,0
1119118,1258,13.33
1119118,1292,66.67
1119118,1003,0
1119118,1293,13.33
1119119,1093,117
1119119,2000,26.67
1119119,1079,10
1119119,1004,20
1119119,1005,66.67
1119119,1110,0
1119119,1003,10
1119119,1008,467
1119119,1253,0
1119119,1235,26.7
1119119,1258,11.67
1119119,1087,33
1119119,1257,0
1119119,1092,233
1119119,1089,4.67
1119120,1005,60
1119120,1093,0
1119120,1162,110
1119120,1008,400
1119120,1253,0
1119120,1258,0
1119120,1089,8
1119120,1004,0
1119120,1257,0
1119120,2000,0
1119120,1110,0
1119120,1079,40
1119120,1090,600
1119120,1087,0
1119120,1003,20
1119120,1092,200
1119121,1089,0.43
1119121,1093,113
1119121,1005,1.19
1119121,1253,89
1119121,1004,5.95
1119121,1162,0
1119121,1008,155
1119121,2000,0
1119121,1257,0
1119121,1079,0
1119121,1258,1.79
1119121,1104,0
1119121,1003,20.24
1119121,1087,0
1119122,1003,0
1119122,2000,100
1119122,1008,357
1119122,1093,71
1119122,1005,100
1119122,1235,100
1119122,1004,0
1119123,1003,0
1119123,2000,50
1119123,1005,66.67
1119123,1235,50
1119123,1093,167
1119123,1008,250
1119123,1004,0
1119124,1257,0
1119124,1005,15.29
1119124,1110,0
1119124,1253,0
1119124,1258,0
1119124,1003,1.18
1119124,1092,294
1119124,1079,3.5
1119124,1093,29
1119124,1087,35
1119124,1008,59
1119124,2000,3.53
1119124,1089,0.47
1119124,1004,0
1119125,1253,13
1119125,1089,3.79
1119125,1087,0
1119125,1258,5.26
1119125,1005,55.26
1119125,1110,0
1119125,1003,2.63
1119125,1235,34.2
1119125,1004,23.68
1119125,1079,2.6
1119125,2000,34.21
1119125,1257,0
1119125,1008,447
1119125,1093,224
1119126,1003,7.14
1119126,2000,7.14
1119126,1292,8.93
1119126,1093,893
1119126,1004,35.71
1119126,1005,60.71
1119126,1293,21.43
1119126,1104,0
1119126,1079,3.6
1119126,1162,8.6
1119126,1253,0
1119126,1258,5.36
1119126,1092,857
1119126,1087,0
1119126,1008,607
1119126,1257,0
1119126,1089,1.29
1119127,1258,1.49
1119127,1257,0
1119127,1092,201
1119127,1253,15
1119127,1093,115
1119127,1004,4.09
1119127,1089,0.19
1119127,1005,11.52
1119127,1087,48
1119127,1079,0.7
1119127,1008,152
1119127,2000,4.09
1119127,1003,6.32
1119128,1089,0
1119128,1258,0
1119128,1079,0
1119128,1008,18
1119128,1003,0
1119128,1004,0
1119128,2000,0
1119128,1110,0
1119128,1087,0
1119128,1257,0
1119128,1093,929
1119128,1005,3.57
1119128,1253,0
1119129,1008,238
1119129,1005,9.52
1119129,1004,21.43
1119129,1093,429
1119129,1257,0
1119129,1092,0
1119129,1089,0
1119129,1253,71
1119129,1110,0
1119129,1087,0
1119129,2000,4.76
1119129,1079,0
1119129,1003,4.76
1119129,1258,14.29
1119130,1235,49.4
1119130,1008,424
1119130,1004,17.65
1119130,2000,50.59
1119130,1005,63.53
1119130,1089,2.59
1119130,1092,306
1119130,1253,12
1119130,1093,306
1119130,1079,2.4
1119130,1258,7.06
1119130,1257,0
1119130,1110,0
1119130,1087,28
1119130,1003,3.53
1119131,1257,0
1119131,1258,3.68
1119131,1093,353
1119131,1253,22
1119131,1089,2.06
1119131,1087,29
1119131,1235,38.2
1119131,1079,0
1119131,1005,61.76
1119131,1003,4.41
1119131,2000,38.24
1119131,1008,368
1119131,1004,11.76
1119132,1104,0
1119132,1003,8.7
1119132,1162,0
1119132,1257,0
1119132,1258,6.52
1119132,1089,0
1119132,1004,8.7
1119132,2000,8.7
1119132,1093,3391
1119132,1079,0
1119132,1005,69.57
1119132,1253,0
1119132,1087,0
1119132,1008,391
1119133,1258,0
1119133,1093,0
1119133,1003,2.94
1119133,1089,0
1119133,1235,64.7
1119133,1079,0
1119133,1253,0
1119133,1008,294
1119133,2000,64.71
1119133,1092,9
1119133,1257,0
1119133,1087,3
1119133,1110,0
1119133,1005,76.47
1119133,1004,0
1119134,1004,11.11
1119134,1257,0
1119134,2000,16.67
1119134,1253,0
1119134,1087,9
1119134,1005,23.15
1119134,1003,0.93
1119134,1079,0.9
1119134,1008,194
1119134,1258,10.19
1119134,1110,0
1119134,1093,5
1119134,1089,0.46
1119134,1235,16.7
1119134,1092,130
1119135,2000,24.49
1119135,1093,153
1119135,1079,0
1119135,1089,1.47
1119135,1087,82
1119135,1003,4.08
1119135,1258,12.24
1119135,1162,0
1119135,1257,0
1119135,1104,204
1119135,1005,38.78
1119135,1092,173
1119135,1008,327
1119135,1253,20
1119135,1004,18.37
1119136,1089,0.71
1119136,1253,35
1119136,1003,18.82
1119136,1110,0
1119136,1008,82
1119136,1087,14
1119136,1079,0
1119136,1258,0
1119136,1257,0
1119136,1004,0.59
1119136,1093,282
1119136,1005,0
1119136,2000,0
1119137,1089,0
1119137,1004,2
1119137,1087,100
1119137,1079,0
1119137,1093,40
1119137,1258,1
1119137,2000,7.33
1119137,1008,93
1119137,1005,9.33
1119137,1257,0
1119137,1104,67
1119137,1162,0
1119137,1003,10
1119137,1253,10
1119138,1003,3.75
1119138,1235,8.3
1119138,1257,0
1119138,1087,125
1119138,1110,0
1119138,1092,175
1119138,1079,0.4
1119138,1258,2.92
1119138,1089,0.42
1119138,1004,4.58
1119138,1008,108
1119138,1253,15
1119138,2000,12.92
1119138,1005,13.75
1119138,1093,121
1119139,1253,0
1119139,1089,4.29
1119139,1087,250
1119139,1235,14.3
1119139,1008,357
1119139,1258,1.79
1119139,1004,12.5
1119139,1092,393
1119139,2000,21.43
1119139,1093,714
1119139,1257,0
1119139,1079,3.6
1119139,1005,53.57
1119139,1003,10.71
1119140,1258,10.71
1119140,1293,42.86
1119140,1093,643
1119140,1253,71
