fdc_id,nutrient_id,amount
1105960,1079,0
1105960,1093,3
1105960,1092,0
1105960,1110,0
1105960,1008,58
1105960,1089,0
1105960,1087,0
1105960,1253,0
1105960,1003,0
1105960,1162,20.3
1105960,1258,0
1105960,1004,0
1105960,2000,13.56
1105960,1005,14.92
1105961,1003,0
1105961,1087,0
1105961,1093,22
1105961,1089,0
1105961,1110,0
1105961,1008,47
1105961,1258,0
1105961,2000,10.51
1105961,1092,0
1105961,1253,0
1105961,1079,0
1105961,1004,0
1105961,1162,20.3
1105961,1005,11.19
1105962,1003,0
1105962,1110,0
1105962,1005,9.83
1105962,1258,0
1105962,1087,0
1105962,1092,0
1105962,1079,0
1105962,1253,0
1105962,1008,41
1105962,1093,10
1105962,1089,0
1105962,1004,0
1105962,1162,3.1
1105962,2000,9.15
1105963,1004,0
1105963,1003,0
1105963,1008,41
1105963,1079,0
1105963,1087,0
1105963,2000,9.49
1105963,1253,0
1105963,1005,10.17
1105963,1110,0
1105963,1089,0
1105963,1162,20.3
1105963,1258,0
1105963,1093,3
1105963,1092,32
1105964,1005,11.11
1105964,1004,0
1105964,1089,0.25
1105964,1093,6
1105964,1079,0
1105964,1003,0
1105964,1110,0
1105964,1087,0
1105964,1008,43
1105964,1253,0
1105964,1092,123
1105964,2000,11.11
1105964,1162,37
1105964,1258,0
1105965,1079,0.3
1105965,1258,0
1105965,1253,0
1105965,1005,12.06
1105965,1089,0
1105965,1092,135
1105965,1003,0.29
1105965,1162,17.6
1105965,1093,9
1105965,1008,50
1105965,1110,0
1105965,2000,9.41
1105965,1004,0
1105965,1087,12
1105966,1005,11.19
1105966,1008,44
1105966,1093,5
1105966,1162,20.3
1105966,1004,0
1105966,1089,0.27
1105966,1003,0
1105966,2000,11.19
1105966,1258,0
1105966,1087,10
1105966,1079,0
1105966,1092,125
1105966,1253,0
1105966,1110,0
1105967,1253,0
1105967,2000,9.83
1105967,1003,0
1105967,1162,20.3
1105967,1004,0
1105967,1093,10
1105967,1079,0
1105967,1258,0
1105967,1089,0
1105967,1005,10.51
1105967,1087,0
1105967,1092,0
1105967,1008,41
1105967,1110,0
1105968,1253,0
1105968,1162,17.6
1105968,1258,0
1105968,1093,4
1105968,1008,44
1105968,1087,12
1105968,1004,0
1105968,1003,0
1105968,1005,11.18
1105968,1110,0
1105968,2000,11.18
1105968,1079,0
1105968,1092,126
1105968,1089,0.26
1105969,1258,2.23
1105969,1008,54
1105969,1089,0.32
1105969,1003,18.75
1105969,1093,232
1105969,1004,6.25
1105969,1253,58
1105970,1162,0
1105970,1104,0
1105970,1005,0
1105970,1258,5.36
1105970,1008,152
1105970,1087,0
1105970,1089,0.96
1105970,1253,58
1105970,1003,18.75
1105970,1257,0
1105970,1079,0
1105970,1004,16.96
1105970,1093,62
1105971,1253,58
1105971,1162,0
1105971,2000,0
1105971,1110,0
1105971,1003,18.75
1105971,1104,0
1105971,1079,0
1105971,1089,0.32
1105971,1258,2.23
1105971,1004,6.25
1105971,1008,54
1105971,1005,0
1105971,1093,232
1105971,1087,0
1105971,1257,0
1105972,2000,0
1105972,1104,0
1105972,1004,8.04
1105972,1008,71
1105972,1005,0
1105972,1089,0.32
1105972,1003,19.64
1105972,1162,0
1105972,1253,45
1105972,1257,0
1105972,1087,0
1105972,1110,0
1105972,1079,0
1105972,1093,45
1105972,1258,3.12
1105973,1005,0
1105973,1162,1.1
1105973,1004,2.23
1105973,1087,0
1105973,1104,0
1105973,1258,0.89
1105973,2000,1.79
1105973,1253,54
1105973,1257,0
1105973,1008,18
1105973,1079,0
1105973,1092,0
1105973,1003,17.86
1105973,1093,482
1105973,1110,0
1105973,1089,0
1105974,1104,179
1105974,1093,232
1105974,1110,0
1105974,1162,0
1105974,1008,98
1105974,1253,31
1105974,1087,0
1105974,1092,0
1105974,1079,0
1105974,1089,0.64
1105974,1004,2.68
1105974,1258,0.89
1105974,1005,0.89
1105974,1003,18.75
1105975,1005,0
1105975,1258,3.12
1105975,1089,0.64
1105975,1087,18
1105975,1162,0
1105975,1110,0
1105975,1079,0
1105975,1003,18.75
1105975,1257,0
1105975,1004,8.93
1105975,1093,304
1105975,2000,0
1105975,1104,0
1105975,1008,80
1105975,1253,49
1105976,2000,1.79
1105976,1008,71
1105976,1258,2.68
1105976,1110,0
1105976,1104,179
1105976,1079,0
1105976,1087,18
1105976,1162,0
1105976,1092,0
1105976,1257,0
1105976,1093,589
1105976,1004,8.04
1105976,1089,0.64
1105976,1003,19.64
1105976,1253,58
1105976,1005,2.68
1105977,1093,393
1105977,1162,1.1
1105977,2000,1.79
1105977,1079,0
1105977,1092,0
1105977,1257,0
1105977,1008,143
1105977,1089,0
1105977,1258,6.25
1105977,1087,18
1105977,1110,0
1105977,1005,2.68
1105977,1003,14.29
1105977,1004,15.18
1105977,1104,179
1105977,1253,58
1105978,1003,18.75
1105978,1089,0.32
1105978,1093,232
1105978,1004,6.25
1105978,1162,0
1105978,2000,0
1105978,1258,2.23
1105978,1257,0
1105978,1087,0
1105978,1110,0
1105978,1008,54
1105978,1253,58
1105978,1079,0
1105978,1104,0
1105978,1005,0
1105979,1089,0.96
